CBSA Code,County/County Equivalent,ST,State Name,County_ST,CBSA Title,Metropolitan/Micropolitan Statistical Area,2012 pop estimate,,
39820,Shasta County,CA,California,Shasta County CA,"Redding, CA",Metropolitan Statistical Area,"178,586",,
39900,Storey County,NV,Nevada,Storey County NV,"Reno, NV",Metropolitan Statistical Area,"3,935",,
39900,Washoe County,NV,Nevada,Washoe County NV,"Reno, NV",Metropolitan Statistical Area,"429,908",,
39940,Fremont County,ID,Idaho,Fremont County ID,"Rexburg, ID",Micropolitan Statistical Area,"12,957",,
39940,Madison County,ID,Idaho,Madison County ID,"Rexburg, ID",Micropolitan Statistical Area,"37,456",,
39980,Wayne County,IN,Indiana,Wayne County IN,"Richmond, IN",Micropolitan Statistical Area,"68,346",,
40060,Charles City County,VA,Virginia,Charles City County VA,"Richmond, VA",Metropolitan Statistical Area,"7,157",,
40060,Sussex County,VA,Virginia,Sussex County VA,"Richmond, VA",Metropolitan Statistical Area,"11,972",,
40060,Amelia County,VA,Virginia,Amelia County VA,"Richmond, VA",Metropolitan Statistical Area,"12,759",,
40060,King William County,VA,Virginia,King William County VA,"Richmond, VA",Metropolitan Statistical Area,"15,981",,
40060,Colonial Heights city,VA,Virginia,Colonial Heights city VA,"Richmond, VA",Metropolitan Statistical Area,"17,479",,
40060,New Kent County,VA,Virginia,New Kent County VA,"Richmond, VA",Metropolitan Statistical Area,"19,169",,
40060,Goochland County,VA,Virginia,Goochland County VA,"Richmond, VA",Metropolitan Statistical Area,"21,347",,
40060,Hopewell city,VA,Virginia,Hopewell city VA,"Richmond, VA",Metropolitan Statistical Area,"22,348",,
40060,Dinwiddie County,VA,Virginia,Dinwiddie County VA,"Richmond, VA",Metropolitan Statistical Area,"27,994",,
40060,Powhatan County,VA,Virginia,Powhatan County VA,"Richmond, VA",Metropolitan Statistical Area,"28,123",,
40060,Caroline County,VA,Virginia,Caroline County VA,"Richmond, VA",Metropolitan Statistical Area,"28,972",,
40060,Petersburg city,VA,Virginia,Petersburg city VA,"Richmond, VA",Metropolitan Statistical Area,"31,973",,
40060,Prince George County,VA,Virginia,Prince George County VA,"Richmond, VA",Metropolitan Statistical Area,"36,941",,
40060,Hanover County,VA,Virginia,Hanover County VA,"Richmond, VA",Metropolitan Statistical Area,"100,668",,
40060,Richmond city,VA,Virginia,Richmond city VA,"Richmond, VA",Metropolitan Statistical Area,"210,309",,
40060,Henrico County,VA,Virginia,Henrico County VA,"Richmond, VA",Metropolitan Statistical Area,"314,932",,
40060,Chesterfield County,VA,Virginia,Chesterfield County VA,"Richmond, VA",Metropolitan Statistical Area,"323,856",,
40080,Rockcastle County,KY,Kentucky,Rockcastle County KY,"Richmond-Berea, KY",Micropolitan Statistical Area,"17,006",,
40080,Madison County,KY,Kentucky,Madison County KY,"Richmond-Berea, KY",Micropolitan Statistical Area,"84,786",,
40100,Starr County,TX,Texas,Starr County TX,"Rio Grande City, TX",Micropolitan Statistical Area,"61,615",,
40140,San Bernardino County,CA,California,San Bernardino County CA,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,"2,081,313",,
40140,Riverside County,CA,California,Riverside County CA,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,"2,268,783",,
40180,Fremont County,WY,Wyoming,Fremont County WY,"Riverton, WY",Micropolitan Statistical Area,"41,110",,
40260,Northampton County,NC,North Carolina,Northampton County NC,"Roanoke Rapids, NC",Micropolitan Statistical Area,"21,428",,
40260,Halifax County,NC,North Carolina,Halifax County NC,"Roanoke Rapids, NC",Micropolitan Statistical Area,"54,006",,
40220,Craig County,VA,Virginia,Craig County VA,"Roanoke, VA",Metropolitan Statistical Area,"5,213",,
40220,Salem city,VA,Virginia,Salem city VA,"Roanoke, VA",Metropolitan Statistical Area,"24,970",,
40220,Botetourt County,VA,Virginia,Botetourt County VA,"Roanoke, VA",Metropolitan Statistical Area,"33,154",,
40220,Franklin County,VA,Virginia,Franklin County VA,"Roanoke, VA",Metropolitan Statistical Area,"56,411",,
40220,Roanoke County,VA,Virginia,Roanoke County VA,"Roanoke, VA",Metropolitan Statistical Area,"92,901",,
40220,Roanoke city,VA,Virginia,Roanoke city VA,"Roanoke, VA",Metropolitan Statistical Area,"97,469",,
40300,Ogle County,IL,Illinois,Ogle County IL,"Rochelle, IL",Micropolitan Statistical Area,"52,848",,
40340,Dodge County,MN,Minnesota,Dodge County MN,"Rochester, MN",Metropolitan Statistical Area,"20,231",,
40340,Fillmore County,MN,Minnesota,Fillmore County MN,"Rochester, MN",Metropolitan Statistical Area,"20,834",,
40340,Wabasha County,MN,Minnesota,Wabasha County MN,"Rochester, MN",Metropolitan Statistical Area,"21,476",,
40340,Olmsted County,MN,Minnesota,Olmsted County MN,"Rochester, MN",Metropolitan Statistical Area,"147,066",,
40380,Yates County,NY,New York,Yates County NY,"Rochester, NY",Metropolitan Statistical Area,"25,344",,
40380,Orleans County,NY,New York,Orleans County NY,"Rochester, NY",Metropolitan Statistical Area,"42,836",,
40380,Livingston County,NY,New York,Livingston County NY,"Rochester, NY",Metropolitan Statistical Area,"64,810",,
40380,Wayne County,NY,New York,Wayne County NY,"Rochester, NY",Metropolitan Statistical Area,"92,962",,
40380,Ontario County,NY,New York,Ontario County NY,"Rochester, NY",Metropolitan Statistical Area,"108,519",,
40380,Monroe County,NY,New York,Monroe County NY,"Rochester, NY",Metropolitan Statistical Area,"747,813",,
40540,Sweetwater County,WY,Wyoming,Sweetwater County WY,"Rock Springs, WY",Micropolitan Statistical Area,"45,267",,
40420,Boone County,IL,Illinois,Boone County IL,"Rockford, IL",Metropolitan Statistical Area,"53,940",,
40420,Winnebago County,IL,Illinois,Winnebago County IL,"Rockford, IL",Metropolitan Statistical Area,"292,069",,
40460,Richmond County,NC,North Carolina,Richmond County NC,"Rockingham, NC",Micropolitan Statistical Area,"46,627",,
40580,Edgecombe County,NC,North Carolina,Edgecombe County NC,"Rocky Mount, NC",Metropolitan Statistical Area,"55,954",,
40580,Nash County,NC,North Carolina,Nash County NC,"Rocky Mount, NC",Metropolitan Statistical Area,"95,708",,
40620,Phelps County,MO,Missouri,Phelps County MO,"Rolla, MO",Micropolitan Statistical Area,"44,987",,
40660,Floyd County,GA,Georgia,Floyd County GA,"Rome, GA",Metropolitan Statistical Area,"96,177",,
40700,Douglas County,OR,Oregon,Douglas County OR,"Roseburg, OR",Micropolitan Statistical Area,"107,164",,
40740,Chaves County,NM,New Mexico,Chaves County NM,"Roswell, NM",Micropolitan Statistical Area,"65,784",,
40780,Yell County,AR,Arkansas,Yell County AR,"Russellville, AR",Micropolitan Statistical Area,"21,932",,
40780,Pope County,AR,Arkansas,Pope County AR,"Russellville, AR",Micropolitan Statistical Area,"62,765",,
40820,Lincoln Parish,LA,Louisiana,Lincoln Parish LA,"Ruston, LA",Micropolitan Statistical Area,"46,953",,
40860,Rutland County,VT,Vermont,Rutland County VT,"Rutland, VT",Micropolitan Statistical Area,"60,869",,
40900,El Dorado County,CA,California,El Dorado County CA,"Sacramento--Roseville--Arden-Arcade, CA",Metropolitan Statistical Area,"180,561",,
40900,Yolo County,CA,California,Yolo County CA,"Sacramento--Roseville--Arden-Arcade, CA",Metropolitan Statistical Area,"204,118",,
40900,Placer County,CA,California,Placer County CA,"Sacramento--Roseville--Arden-Arcade, CA",Metropolitan Statistical Area,"361,682",,
40900,Sacramento County,CA,California,Sacramento County CA,"Sacramento--Roseville--Arden-Arcade, CA",Metropolitan Statistical Area,"1,450,121",,
40940,Graham County,AZ,Arizona,Graham County AZ,"Safford, AZ",Micropolitan Statistical Area,"37,416",,
40980,Saginaw County,MI,Michigan,Saginaw County MI,"Saginaw, MI",Metropolitan Statistical Area,"198,353",,
41400,Columbiana County,OH,Ohio,Columbiana County OH,"Salem, OH",Micropolitan Statistical Area,"106,507",,
41420,Polk County,OR,Oregon,Polk County OR,"Salem, OR",Metropolitan Statistical Area,"76,353",,
41420,Marion County,OR,Oregon,Marion County OR,"Salem, OR",Metropolitan Statistical Area,"319,985",,
41460,Ottawa County,KS,Kansas,Ottawa County KS,"Salina, KS",Micropolitan Statistical Area,"6,072",,
41460,Saline County,KS,Kansas,Saline County KS,"Salina, KS",Micropolitan Statistical Area,"55,988",,
41500,Monterey County,CA,California,Monterey County CA,"Salinas, CA",Metropolitan Statistical Area,"426,762",,
41540,Somerset County,MD,Maryland,Somerset County MD,"Salisbury, MD-DE",Metropolitan Statistical Area,"26,253",,
41540,Worcester County,MD,Maryland,Worcester County MD,"Salisbury, MD-DE",Metropolitan Statistical Area,"51,578",,
41540,Wicomico County,MD,Maryland,Wicomico County MD,"Salisbury, MD-DE",Metropolitan Statistical Area,"100,647",,
41540,Sussex County,DE,Delaware,Sussex County DE,"Salisbury, MD-DE",Metropolitan Statistical Area,"203,390",,
41620,Tooele County,UT,Utah,Tooele County UT,"Salt Lake City, UT",Metropolitan Statistical Area,"59,870",,
41620,Salt Lake County,UT,Utah,Salt Lake County UT,"Salt Lake City, UT",Metropolitan Statistical Area,"1,063,842",,
41660,Irion County,TX,Texas,Irion County TX,"San Angelo, TX",Metropolitan Statistical Area,"1,573",,
41660,Tom Green County,TX,Texas,Tom Green County TX,"San Angelo, TX",Metropolitan Statistical Area,"113,281",,
41700,Bandera County,TX,Texas,Bandera County TX,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,"20,537",,
41700,Kendall County,TX,Texas,Kendall County TX,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,"35,956",,
41700,Wilson County,TX,Texas,Wilson County TX,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,"44,370",,
41700,Atascosa County,TX,Texas,Atascosa County TX,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,"46,446",,
41700,Medina County,TX,Texas,Medina County TX,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,"46,765",,
41700,Comal County,TX,Texas,Comal County TX,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,"114,384",,
41700,Guadalupe County,TX,Texas,Guadalupe County TX,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,"139,841",,
41700,Bexar County,TX,Texas,Bexar County TX,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,"1,785,704",,
41740,San Diego County,CA,California,San Diego County CA,"San Diego-Carlsbad, CA",Metropolitan Statistical Area,"3,177,063",,
41860,Marin County,CA,California,Marin County CA,"San Francisco-Oakland-Hayward, CA",Metropolitan Statistical Area,"256,069",,
41860,San Mateo County,CA,California,San Mateo County CA,"San Francisco-Oakland-Hayward, CA",Metropolitan Statistical Area,"739,311",,
41860,San Francisco County,CA,California,San Francisco County CA,"San Francisco-Oakland-Hayward, CA",Metropolitan Statistical Area,"825,863",,
41860,Contra Costa County,CA,California,Contra Costa County CA,"San Francisco-Oakland-Hayward, CA",Metropolitan Statistical Area,"1,079,597",,
41860,Alameda County,CA,California,Alameda County CA,"San Francisco-Oakland-Hayward, CA",Metropolitan Statistical Area,"1,554,720",,
41940,San Benito County,CA,California,San Benito County CA,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,"56,884",,
41940,Santa Clara County,CA,California,Santa Clara County CA,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,"1,837,504",,
42020,San Luis Obispo County,CA,California,San Luis Obispo County CA,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Metropolitan Statistical Area,"274,804",,
41760,Bonner County,ID,Idaho,Bonner County ID,"Sandpoint, ID",Micropolitan Statistical Area,"40,476",,
41780,Erie County,OH,Ohio,Erie County OH,"Sandusky, OH",Micropolitan Statistical Area,"76,398",,
41820,Lee County,NC,North Carolina,Lee County NC,"Sanford, NC",Micropolitan Statistical Area,"59,715",,
42100,Santa Cruz County,CA,California,Santa Cruz County CA,"Santa Cruz-Watsonville, CA",Metropolitan Statistical Area,"266,776",,
42140,Santa Fe County,NM,New Mexico,Santa Fe County NM,"Santa Fe, NM",Metropolitan Statistical Area,"146,375",,
42200,Santa Barbara County,CA,California,Santa Barbara County CA,"Santa Maria-Santa Barbara, CA",Metropolitan Statistical Area,"431,249",,
42220,Sonoma County,CA,California,Sonoma County CA,"Santa Rosa, CA",Metropolitan Statistical Area,"491,829",,
42300,Chippewa County,MI,Michigan,Chippewa County MI,"Sault Ste. Marie, MI",Micropolitan Statistical Area,"38,917",,
42340,Bryan County,GA,Georgia,Bryan County GA,"Savannah, GA",Metropolitan Statistical Area,"32,214",,
42340,Effingham County,GA,Georgia,Effingham County GA,"Savannah, GA",Metropolitan Statistical Area,"53,293",,
42340,Chatham County,GA,Georgia,Chatham County GA,"Savannah, GA",Metropolitan Statistical Area,"276,434",,
42380,Bradford County,PA,Pennsylvania,Bradford County PA,"Sayre, PA",Micropolitan Statistical Area,"62,792",,
42420,Banner County,NE,Nebraska,Banner County NE,"Scottsbluff, NE",Micropolitan Statistical Area,760,,
42420,Sioux County,NE,Nebraska,Sioux County NE,"Scottsbluff, NE",Micropolitan Statistical Area,"1,315",,
42420,Scotts Bluff County,NE,Nebraska,Scotts Bluff County NE,"Scottsbluff, NE",Micropolitan Statistical Area,"36,964",,
42460,Jackson County,AL,Alabama,Jackson County AL,"Scottsboro, AL",Micropolitan Statistical Area,"53,019",,
42540,Wyoming County,PA,Pennsylvania,Wyoming County PA,"Scranton--Wilkes-Barre--Hazleton, PA",Metropolitan Statistical Area,"28,125",,
42540,Lackawanna County,PA,Pennsylvania,Lackawanna County PA,"Scranton--Wilkes-Barre--Hazleton, PA",Metropolitan Statistical Area,"214,477",,
42540,Luzerne County,PA,Pennsylvania,Luzerne County PA,"Scranton--Wilkes-Barre--Hazleton, PA",Metropolitan Statistical Area,"321,027",,
42620,White County,AR,Arkansas,White County AR,"Searcy, AR",Micropolitan Statistical Area,"78,493",,
42660,Snohomish County,WA,Washington,Snohomish County WA,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,"733,036",,
42660,Pierce County,WA,Washington,Pierce County WA,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,"811,681",,
42660,King County,WA,Washington,King County WA,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,"2,007,440",,
42680,Indian River County,FL,Florida,Indian River County FL,"Sebastian-Vero Beach, FL",Metropolitan Statistical Area,"140,567",,
42700,Highlands County,FL,Florida,Highlands County FL,"Sebring, FL",Metropolitan Statistical Area,"98,128",,
42740,Pettis County,MO,Missouri,Pettis County MO,"Sedalia, MO",Micropolitan Statistical Area,"42,319",,
42780,Snyder County,PA,Pennsylvania,Snyder County PA,"Selinsgrove, PA",Micropolitan Statistical Area,"39,672",,
42820,Dallas County,AL,Alabama,Dallas County AL,"Selma, AL",Micropolitan Statistical Area,"42,864",,
42900,Seneca County,NY,New York,Seneca County NY,"Seneca Falls, NY",Micropolitan Statistical Area,"35,305",,
42860,Oconee County,SC,South Carolina,Oconee County SC,"Seneca, SC",Micropolitan Statistical Area,"74,627",,
42940,Sevier County,TN,Tennessee,Sevier County TN,"Sevierville, TN",Micropolitan Statistical Area,"92,512",,
42980,Jackson County,IN,Indiana,Jackson County IN,"Seymour, IN",Micropolitan Statistical Area,"43,083",,
43020,Menominee County,WI,Wisconsin,Menominee County WI,"Shawano, WI",Micropolitan Statistical Area,"4,340",,
43020,Shawano County,WI,Wisconsin,Shawano County WI,"Shawano, WI",Micropolitan Statistical Area,"41,607",,
43060,Pottawatomie County,OK,Oklahoma,Pottawatomie County OK,"Shawnee, OK",Micropolitan Statistical Area,"70,760",,
43100,Sheboygan County,WI,Wisconsin,Sheboygan County WI,"Sheboygan, WI",Metropolitan Statistical Area,"115,009",,
43140,Cleveland County,NC,North Carolina,Cleveland County NC,"Shelby, NC",Micropolitan Statistical Area,"97,474",,
43180,Bedford County,TN,Tennessee,Bedford County TN,"Shelbyville, TN",Micropolitan Statistical Area,"45,573",,
43220,Mason County,WA,Washington,Mason County WA,"Shelton, WA",Micropolitan Statistical Area,"60,832",,
43260,Sheridan County,WY,Wyoming,Sheridan County WY,"Sheridan, WY",Micropolitan Statistical Area,"29,596",,
43300,Grayson County,TX,Texas,Grayson County TX,"Sherman-Denison, TX",Metropolitan Statistical Area,"121,935",,
43320,Navajo County,AZ,Arizona,Navajo County AZ,"Show Low, AZ",Micropolitan Statistical Area,"107,094",,
43340,De Soto Parish,LA,Louisiana,De Soto Parish LA,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,"26,963",,
43340,Webster Parish,LA,Louisiana,Webster Parish LA,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,"40,940",,
43340,Bossier Parish,LA,Louisiana,Bossier Parish LA,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,"122,197",,
43340,Caddo Parish,LA,Louisiana,Caddo Parish LA,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,"257,093",,
43380,Shelby County,OH,Ohio,Shelby County OH,"Sidney, OH",Micropolitan Statistical Area,"49,167",,
43420,Cochise County,AZ,Arizona,Cochise County AZ,"Sierra Vista-Douglas, AZ",Metropolitan Statistical Area,"132,088",,
43460,Scott County,MO,Missouri,Scott County MO,"Sikeston, MO",Micropolitan Statistical Area,"39,139",,
43500,Grant County,NM,New Mexico,Grant County NM,"Silver City, NM",Micropolitan Statistical Area,"29,388",,
43580,Dixon County,NE,Nebraska,Dixon County NE,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,"5,918",,
43580,Union County,SD,South Dakota,Union County SD,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,"14,855",,
43580,Dakota County,NE,Nebraska,Dakota County NE,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,"20,918",,
43580,Plymouth County,IA,Iowa,Plymouth County IA,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,"24,907",,
43580,Woodbury County,IA,Iowa,Woodbury County IA,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,"102,323",,
43620,McCook County,SD,South Dakota,McCook County SD,"Sioux Falls, SD",Metropolitan Statistical Area,"5,610",,
43620,Turner County,SD,South Dakota,Turner County SD,"Sioux Falls, SD",Metropolitan Statistical Area,"8,308",,
43620,Lincoln County,SD,South Dakota,Lincoln County SD,"Sioux Falls, SD",Metropolitan Statistical Area,"48,296",,
43620,Minnehaha County,SD,South Dakota,Minnehaha County SD,"Sioux Falls, SD",Metropolitan Statistical Area,"175,037",,
43660,Scurry County,TX,Texas,Scurry County TX,"Snyder, TX",Micropolitan Statistical Area,"17,126",,
43700,Pulaski County,KY,Kentucky,Pulaski County KY,"Somerset, KY",Micropolitan Statistical Area,"63,593",,
43740,Somerset County,PA,Pennsylvania,Somerset County PA,"Somerset, PA",Micropolitan Statistical Area,"76,957",,
43760,Tuolumne County,CA,California,Tuolumne County CA,"Sonora, CA",Micropolitan Statistical Area,"54,008",,
43780,Cass County,MI,Michigan,Cass County MI,"South Bend-Mishawaka, IN-MI",Metropolitan Statistical Area,"52,242",,
43780,St. Joseph County,IN,Indiana,St. Joseph County IN,"South Bend-Mishawaka, IN-MI",Metropolitan Statistical Area,"266,344",,
43900,Union County,SC,South Carolina,Union County SC,"Spartanburg, SC",Metropolitan Statistical Area,"28,252",,
43900,Spartanburg County,SC,South Carolina,Spartanburg County SC,"Spartanburg, SC",Metropolitan Statistical Area,"288,745",,
43940,Lawrence County,SD,South Dakota,Lawrence County SD,"Spearfish, SD",Micropolitan Statistical Area,"24,397",,
43980,Clay County,IA,Iowa,Clay County IA,"Spencer, IA",Micropolitan Statistical Area,"16,599",,
44020,Dickinson County,IA,Iowa,Dickinson County IA,"Spirit Lake, IA",Micropolitan Statistical Area,"16,972",,
44060,Pend Oreille County,WA,Washington,Pend Oreille County WA,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,"12,980",,
44060,Stevens County,WA,Washington,Stevens County WA,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,"43,538",,
44060,Spokane County,WA,Washington,Spokane County WA,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,"475,735",,
44100,Menard County,IL,Illinois,Menard County IL,"Springfield, IL",Metropolitan Statistical Area,"12,722",,
44100,Sangamon County,IL,Illinois,Sangamon County IL,"Springfield, IL",Metropolitan Statistical Area,"199,271",,
44140,Hampshire County,MA,Massachusetts,Hampshire County MA,"Springfield, MA",Metropolitan Statistical Area,"159,795",,
44140,Hampden County,MA,Massachusetts,Hampden County MA,"Springfield, MA",Metropolitan Statistical Area,"465,923",,
44180,Dallas County,MO,Missouri,Dallas County MO,"Springfield, MO",Metropolitan Statistical Area,"16,799",,
44180,Polk County,MO,Missouri,Polk County MO,"Springfield, MO",Metropolitan Statistical Area,"31,017",,
44180,Webster County,MO,Missouri,Webster County MO,"Springfield, MO",Metropolitan Statistical Area,"36,351",,
44180,Christian County,MO,Missouri,Christian County MO,"Springfield, MO",Metropolitan Statistical Area,"79,824",,
44180,Greene County,MO,Missouri,Greene County MO,"Springfield, MO",Metropolitan Statistical Area,"280,626",,
44220,Clark County,OH,Ohio,Clark County OH,"Springfield, OH",Metropolitan Statistical Area,"137,206",,
41060,Benton County,MN,Minnesota,Benton County MN,"St. Cloud, MN",Metropolitan Statistical Area,"38,865",,
41060,Stearns County,MN,Minnesota,Stearns County MN,"St. Cloud, MN",Metropolitan Statistical Area,"151,606",,
41100,Washington County,UT,Utah,Washington County UT,"St. George, UT",Metropolitan Statistical Area,"144,809",,
41140,Doniphan County,KS,Kansas,Doniphan County KS,"St. Joseph, MO-KS",Metropolitan Statistical Area,"7,864",,
41140,DeKalb County,MO,Missouri,DeKalb County MO,"St. Joseph, MO-KS",Metropolitan Statistical Area,"12,940",,
41140,Andrew County,MO,Missouri,Andrew County MO,"St. Joseph, MO-KS",Metropolitan Statistical Area,"17,417",,
41140,Buchanan County,MO,Missouri,Buchanan County MO,"St. Joseph, MO-KS",Metropolitan Statistical Area,"89,706",,
41180,Calhoun County,IL,Illinois,Calhoun County IL,"St. Louis, MO-IL",Metropolitan Statistical Area,"5,014",,
41180,Bond County,IL,Illinois,Bond County IL,"St. Louis, MO-IL",Metropolitan Statistical Area,"17,644",,
41180,Jersey County,IL,Illinois,Jersey County IL,"St. Louis, MO-IL",Metropolitan Statistical Area,"22,742",,
41180,Warren County,MO,Missouri,Warren County MO,"St. Louis, MO-IL",Metropolitan Statistical Area,"32,753",,
41180,Monroe County,IL,Illinois,Monroe County IL,"St. Louis, MO-IL",Metropolitan Statistical Area,"33,357",,
41180,Clinton County,IL,Illinois,Clinton County IL,"St. Louis, MO-IL",Metropolitan Statistical Area,"38,061",,
41180,Macoupin County,IL,Illinois,Macoupin County IL,"St. Louis, MO-IL",Metropolitan Statistical Area,"47,231",,
41180,Lincoln County,MO,Missouri,Lincoln County MO,"St. Louis, MO-IL",Metropolitan Statistical Area,"53,354",,
41180,Franklin County,MO,Missouri,Franklin County MO,"St. Louis, MO-IL",Metropolitan Statistical Area,"101,412",,
41180,Jefferson County,MO,Missouri,Jefferson County MO,"St. Louis, MO-IL",Metropolitan Statistical Area,"220,209",,
41180,Madison County,IL,Illinois,Madison County IL,"St. Louis, MO-IL",Metropolitan Statistical Area,"267,883",,
41180,St. Clair County,IL,Illinois,St. Clair County IL,"St. Louis, MO-IL",Metropolitan Statistical Area,"268,858",,
41180,St. Louis city,MO,Missouri,St. Louis city MO,"St. Louis, MO-IL",Metropolitan Statistical Area,"318,172",,
41180,St. Charles County,MO,Missouri,St. Charles County MO,"St. Louis, MO-IL",Metropolitan Statistical Area,"368,666",,
41180,St. Louis County,MO,Missouri,St. Louis County MO,"St. Louis, MO-IL",Metropolitan Statistical Area,"1,000,438",,
41220,Camden County,GA,Georgia,Camden County GA,"St. Marys, GA",Micropolitan Statistical Area,"51,402",,
44260,Oktibbeha County,MS,Mississippi,Oktibbeha County MS,"Starkville, MS",Micropolitan Statistical Area,"48,192",,
44300,Centre County,PA,Pennsylvania,Centre County PA,"State College, PA",Metropolitan Statistical Area,"155,171",,
44340,Bulloch County,GA,Georgia,Bulloch County GA,"Statesboro, GA",Micropolitan Statistical Area,"72,694",,
44420,Waynesboro city,VA,Virginia,Waynesboro city VA,"Staunton-Waynesboro, VA",Metropolitan Statistical Area,"21,107",,
44420,Staunton city,VA,Virginia,Staunton city VA,"Staunton-Waynesboro, VA",Metropolitan Statistical Area,"23,921",,
44420,Augusta County,VA,Virginia,Augusta County VA,"Staunton-Waynesboro, VA",Metropolitan Statistical Area,"73,658",,
44460,Routt County,CO,Colorado,Routt County CO,"Steamboat Springs, CO",Micropolitan Statistical Area,"23,334",,
44500,Erath County,TX,Texas,Erath County TX,"Stephenville, TX",Micropolitan Statistical Area,"39,321",,
44540,Logan County,CO,Colorado,Logan County CO,"Sterling, CO",Micropolitan Statistical Area,"22,631",,
44580,Whiteside County,IL,Illinois,Whiteside County IL,"Sterling, IL",Micropolitan Statistical Area,"57,846",,
44620,Portage County,WI,Wisconsin,Portage County WI,"Stevens Point, WI",Micropolitan Statistical Area,"70,433",,
44660,Payne County,OK,Oklahoma,Payne County OK,"Stillwater, OK",Micropolitan Statistical Area,"78,399",,
44700,San Joaquin County,CA,California,San Joaquin County CA,"Stockton-Lodi, CA",Metropolitan Statistical Area,"702,612",,
44740,Buena Vista County,IA,Iowa,Buena Vista County IA,"Storm Lake, IA",Micropolitan Statistical Area,"20,592",,
44780,St. Joseph County,MI,Michigan,St. Joseph County MI,"Sturgis, MI",Micropolitan Statistical Area,"60,796",,
44860,Hopkins County,TX,Texas,Hopkins County TX,"Sulphur Springs, TX",Micropolitan Statistical Area,"35,469",,
44900,Chattooga County,GA,Georgia,Chattooga County GA,"Summerville, GA",Micropolitan Statistical Area,"25,725",,
44920,Summit County,UT,Utah,Summit County UT,"Summit Park, UT",Micropolitan Statistical Area,"38,003",,
44940,Sumter County,SC,South Carolina,Sumter County SC,"Sumter, SC",Metropolitan Statistical Area,"108,052",,
44980,Northumberland County,PA,Pennsylvania,Northumberland County PA,"Sunbury, PA",Micropolitan Statistical Area,"94,428",,
45000,Lassen County,CA,California,Lassen County CA,"Susanville, CA",Micropolitan Statistical Area,"33,658",,
45020,Nolan County,TX,Texas,Nolan County TX,"Sweetwater, TX",Micropolitan Statistical Area,"14,924",,
45060,Madison County,NY,New York,Madison County NY,"Syracuse, NY",Metropolitan Statistical Area,"72,382",,
45060,Oswego County,NY,New York,Oswego County NY,"Syracuse, NY",Metropolitan Statistical Area,"121,700",,
45060,Onondaga County,NY,New York,Onondaga County NY,"Syracuse, NY",Metropolitan Statistical Area,"466,852",,
45140,Cherokee County,OK,Oklahoma,Cherokee County OK,"Tahlequah, OK",Micropolitan Statistical Area,"48,150",,
45180,Coosa County,AL,Alabama,Coosa County AL,"Talladega-Sylacauga, AL",Micropolitan Statistical Area,"10,966",,
45180,Talladega County,AL,Alabama,Talladega County AL,"Talladega-Sylacauga, AL",Micropolitan Statistical Area,"81,762",,
45220,Jefferson County,FL,Florida,Jefferson County FL,"Tallahassee, FL",Metropolitan Statistical Area,"14,256",,
45220,Wakulla County,FL,Florida,Wakulla County FL,"Tallahassee, FL",Metropolitan Statistical Area,"30,818",,
45220,Gadsden County,FL,Florida,Gadsden County FL,"Tallahassee, FL",Metropolitan Statistical Area,"46,528",,
45220,Leon County,FL,Florida,Leon County FL,"Tallahassee, FL",Metropolitan Statistical Area,"283,769",,
45300,Hernando County,FL,Florida,Hernando County FL,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,"173,422",,
45300,Pasco County,FL,Florida,Pasco County FL,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,"470,391",,
45300,Pinellas County,FL,Florida,Pinellas County FL,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,"921,319",,
