line,name,url,created_at,updated_at,the_geom,cartodb_id,the_geom_webmercator
F,819 8 Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000003492EFDAA57E52C06B11A89F37554440,407,0101000020110F000076C0309E466A5FC1DEED3169D7EE5241
A-C,2152 Fulton Street,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000526F62014C7A52C0E3F9A14ACD564440,497,0101000020110F0000471AC7A1E2625FC1EC5557AB9DF05241
N-Q,31st St & 36th Ave At Nw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000E2EC1C84807B52C09E7C15F4DE604440,1132,0101000020110F0000FE7718ABEE645FC1A9AAF10DE6FB5241
1-2-3,Broadway & 96th St At Sw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000E31EF523457E52C05E29B6368D654440,1182,0101000020110F000016059356A2695FC1BF4C0FEC25015341
D,9th Ave & New Utrecht Ave At Ne Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000021C68BD2A57F52C029096862BA524440,1532,0101000020110F000031256E67F96B5FC14D5394030EEC5241
7,69th St & Roosevelt Ave At Sw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000038DB77BB5E7952C0E1BFA5E8815F4440,1681,0101000020110F0000773F85994F615FC17C1F05BC5EFA5241
N-Q-R,7th Ave & 55th St At Nw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000006ECBF235CB7E52C0715E12F1D6614440,1310,0101000020110F0000A6FCED11866A5FC1D78AD01DFCFC5241
2-3-4-5-A-C-J-Z,2 Ann Street,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000020B697158A8052C01A409BF4F75A4440,50,0101000020110F00009DB83C217D6D5FC12F4EFC7F48F55241
G,567 Marcy Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000000A8A4A94BD7C52C0D974694606594440,1412,0101000020110F000088FF693B09675FC1369280F21AF35241
G,628 Manhattan Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000009D6B1F8CD87C52C0BB1547EBA85C4440,459,0101000020110F00001746440A37675FC10B5B50A72DF75241
4-6-6 Express,47 East 22 Street (Downtown Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000000565D1A92B7F52C0315139A3AD5E4440,618,0101000020110F000096038EE7296B5FC1FCD2C1C870F95241
G-L,566 Lorimer Street,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000F281FD2AC07C52C0CE30695A625B4440,1404,0101000020110F00005C3D13A10D675FC1E36FCAB6BFF55241
D,25th Ave & 86th St At Sw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000051E02998317F52C0FBBD206E874C4440,1504,0101000020110F00001D1A9EFA336B5FC1DCEC7F4D1EE55241
F-G,Smith St & Bergen St At Ne Corner (To Manhattan And Queens Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000034D5CE9D607F52C0334AFAB3E6574440,1,0101000020110F0000CF92C4D9836B5FC1298A6AD6D8F15241
2-3-4-5-N-R,Court St & Montague St At Sw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000DFB5B344677F52C0563F13FBCB584440,2,0101000020110F0000AF054E268F6B5FC1EAB1FAA5D9F25241
2-3-4-5-N-R,Court St & Montague St At Sw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000008FF4FBDB657F52C062EDD042C9584440,3,0101000020110F000098DC96C18C6B5FC13B97119AD6F25241
2-3-4-5-N-R,Clinton St & Montague St At Nw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000005C667BB857F52C0D3A5E1DCE1584440,4,0101000020110F0000D5ED2FE5C26B5FC14F73D828F2F25241
B-Q-S,Flatbush Ave & Empire Blvd At Sw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000007D66797C957D52C04C12393DD4544440,5,0101000020110F0000D567C7F877685FC10462952268EE5241
D-N-R,4th Ave & Union St At Sw Corner (To Bay Ridge And Coney Island Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000504F18EEEF7E52C0D793834FAD564440,6,0101000020110F000045430671C46A5FC1A80CCBDA79F05241
D-N-R,4th Ave & Union St At Se Corner (To Manhattan Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000865813D2EA7E52C09AF8F89DA9564440,7,0101000020110F0000C0CE38C3BB6A5FC1BBEDE9B775F05241
D-N-R,4th Ave & Union St At Se Corner (To Manhattan Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000005D3DE04EE97E52C013B55B51AE564440,8,0101000020110F0000C03C8631B96A5FC1E35D8BFB7AF05241
2-3-4,Flatbush Ave & Bergen St At Sw Corner (To New Lots And Flatbush Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000173502D3697E52C06F2D112521574440,9,0101000020110F0000C93938A6E0695FC14891B293FBF05241
N-R,Lawrence St & Willoughby St At Ne Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000273C06241E7F52C09FF8FDE394584440,10,0101000020110F0000A99759EF126B5FC15087AEF09BF25241
N-R,Lawrence St & Willoughby St At Se Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000005743EF7C1C7F52C0D9E8B0E99B584440,11,0101000020110F0000E681B020106B5FC1EB4A51CEA3F25241
2-3,Hoyt St & Fulton St At Sw Corner (To New Lots And Flatbush Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000F1DC1AAE0E7F52C0EE3300A260584440,12,0101000020110F00000DF16CACF86A5FC18345F36761F25241
2-3,Bridge St & Fulton St At Ne Corner (To Manhattan Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000087DDFD6A0E7F52C0E919553F6F584440,13,0101000020110F0000BF496D3AF86A5FC18F8497C671F25241
2-3,Duffield St & Fulton St At Nw Corner (To Manhattan Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000000C030E2027F52C0D270486760584440,14,0101000020110F00003500CCA2E46A5FC12C592E2661F25241
2-3,Duffield St & Fulton St At Ne Corner (To Manhattan Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000C88D908AFF7E52C054BCB1415F584440,15,0101000020110F00009A2F6EF5DE6A5FC18CE055DD5FF25241
N-R,Bridge St & Willoughby St At Sw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000075BF6A29107F52C0C449E89396584440,16,0101000020110F000052A9B930FB6A5FC1C53A7AD49DF25241
N-R,Bridge St & Willoughby St At Ne Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000F8AC9D760D7F52C010F2BF249B584440,17,0101000020110F0000B582549BF66A5FC1773DB8F1A2F25241
B-D-N-Q-R,Flatbush Ave & Fleet St At Ne Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000552E63B5DB7E52C0EB22785983584440,18,0101000020110F00008BA4DD17A26A5FC127E8CA4A88F25241
2-3-4-5-B-D-N-Q-R,4th Ave & Pacific St At Nw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000079648DD2A57E52C0DF52B9DA8A574440,19,0101000020110F00005E40F38F466A5FC1B5DA7BF771F15241
2-3-4-5-B-D-N-Q-R,Ashland Pl & Hanson Pl At Ne Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000016C6B669937E52C04EDBDF26B3574440,20,0101000020110F00009452B84A276A5FC12F8579199FF15241
N-R,Lawrence St & Willoughby St At Ne Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000B33E7FBF1D7F52C066A147219F584440,21,0101000020110F0000431F9844126B5FC13330D668A7F25241
F-G,Smith St & President St At Nw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000AFB27D21A47F52C02CFAC8D02E574440,22,0101000020110F0000DDC0D787F66B5FC1948922E30AF15241
A,4761 Broadway,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000001BAE7E53587B52C002D77B28D16E4440,69,0101000020110F000015A3D766AA645FC11ADB8F478C0B5341
2-3-4,Washington Ave & Eastern Pkwy At Sw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000EC575353B87D52C06D32B81500564440,23,0101000020110F00007D6D5826B3685FC1553E63DFB7EF5241
2-3-4,Washington Ave & Eastern Pkwy At Nw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000001CEA55ABB47D52C023E6098E08564440,24,0101000020110F00001BE878F0AC685FC10E956D5BC1EF5241
2-3-4-5-S,Franklin Ave & Eastern Pkwy At Se Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000B8AFD9044E7D52C0A114EAC6CD554440,25,0101000020110F00007919D293FE675FC16E45278A7FEF5241
2-3-4-5-S,Franklin Ave & Eastern Pkwy At Ne Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000D126C1104A7D52C04BB7C7D4DA554440,26,0101000020110F00000D90ACDCF7675FC1B5BE39288EEF5241
A-C-S,Franklin Ave & Fulton St At Sw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000001AB405272A7D52C0697E26242C574440,27,0101000020110F00007ED18FA7C1675FC14CF063E407F15241
2-3-4-5-S,Franklin Ave & Eastern Pkwy At Ne Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000DCB1294A4B7D52C0A2E8A8E9E0554440,28,0101000020110F0000639C07F1F9675FC10CBD8EF794EF5241
F,Jay St & York St At Sw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000012FD9F52257F52C02739F5E2C4594440,29,0101000020110F000037EA65221F6B5FC1C8128D79F0F35241
F-J-M-Z,Essex St & Delancey St At Nw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000003CAEC5F13F7F52C0E8A5FD16005C4440,30,0101000020110F00000C8A9C5A4C6B5FC1C4F9417670F65241
B-D-N-Q-R,Flatbush Ave & De Kalb Ave At Se Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000007C6D209DCE7E52C03798A4794D584440,31,0101000020110F000048ACB6D98B6A5FC10A29A7F24BF25241
A-S,Beach 90th St & Rockaway Frwy At Se Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000CAC646BF187452C00E5C51B23A4B4440,32,0101000020110F000052AD9C835A585FC1586EEC27AAE35241
A-C,Red Cross Pl & Adams St At Sw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000F49BA9594A7F52C05953F11C7E594440,33,0101000020110F0000E64E7F075E6B5FC1E167C330A1F35241
A-C,Sands St & Adams St At Se Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000004F33C5D33F7F52C0AD55114B81594440,34,0101000020110F00008678A6274C6B5FC157C2C6C0A4F35241
2-3-4-5-N-R,Court St & Joralemon St At Ne Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000B3F32107667F52C01BD31D40A7584440,35,0101000020110F00003999E10A8D6B5FC1C73A6481B0F25241
F,144-01 Hillside Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000002700A101F57352C0F5F8C494485A4440,36,0101000020110F0000C3D103CE1D585FC181F1590384F45241
B-Q,1515 Foster Avenue (Enter From Newkirk Ave Pz),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000002D54963C9E7D52C04FBB690E49514440,37,0101000020110F00008416D6D586685FC1409555A470EA5241
E-M-R,37-01 36 Street (To Manhattan And Brooklyn Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000005BB45A785E7B52C043AF50B648604440,38,0101000020110F0000699E80D6B4645FC147B8D29B3DFB5241
D,4902 12 Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000000DC716B9A77F52C04FDB6ABC74514440,39,0101000020110F00004A5ADFA1FC6B5FC185ABE886A1EA5241
2-3-A-C-E,1 Barclay Street (Enter On Park Place),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000CDE3F4BD868052C07FBAB6DE365B4440,40,0101000020110F00005D72DA73776D5FC13C2704FE8EF55241
A-C,486 Clinton Avenue (To Manhattan Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000011ED943AE57D52C09B313CBB82574440,41,0101000020110F000035DE316CFF685FC1D17A80DE68F15241
F,1175 Mc Donald Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000029133222737E52C0CEFD6DB5F14F4440,42,0101000020110F00001E734D76F0695FC1527B4869F0E85241
E,135-02 89 Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000A4C54E3E3E7452C00D9E2067B9594440,43,0101000020110F00003C5288349A585FC1D6E6259CE3F35241
7-E-F-M-R,40-02 75 Street,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000006B36F075017952C00D6BF51A8F5F4440,44,0101000020110F00003A1E222BB1605FC13F1136876DFA5241
J,1122 Broadway,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000159E02AA7F7B52C049D77B3ECA584440,45,0101000020110F00004347A038ED645FC132FFF8B3D7F25241
N-Q-R,729 7 Avenue (Uptown Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000073A3FEC2F27E52C086CF7D6951614440,46,0101000020110F00001FEF5640C96A5FC149C7C06366FC5241
1-2-3,421 7 Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000EC1843CF667F52C07519FB4509604440,47,0101000020110F00006340D25E8E6B5FC13CDE907CF6FA5241
1-2-3,401 7 Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000080D185AC6E7F52C052CA51BAF45F4440,48,0101000020110F0000700C8CBA9B6B5FC1C49F0074DFFA5241
G,502 Broadway,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000000FC575B9D57C52C0647890E04C5A4440,49,0101000020110F0000925AC03E32675FC1173F7FD388F45241
1-2-3,421 7 Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000E2E0E3266A7F52C00C21A4410A604440,51,0101000020110F00005A0F310C946B5FC1A699B396F7FA5241
J-Z,92-20 Jamaica Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000006EB7D608E7652C0114B3761C2584440,52,0101000020110F0000AF92EB00885C5FC180ACD3E4CEF25241
6,235 Brook Avenue (To Manhattan Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000003935640AD67A52C0EE92BBE864674440,53,0101000020110F0000706B3D19CD635FC1754D8E2337035341
F,101 Avenue I,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000EA03D965777E52C05359718325504440,54,0101000020110F0000406095B4F7695FC1711871612AE95241
F,102 Beverly Road,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000D50B40DEAB7E52C01089317C44524440,55,0101000020110F0000BCEADED4506A5FC12B33110C8AEB5241
E-M,656 5 Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000006F92132D797E52C06245148255614440,56,0101000020110F000077D7D5B9FA695FC179FB7FFB6AFC5241
A-C,1490 Fulton Street (To Queens Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000A427AA393F7C52C0AE697FF302574440,57,0101000020110F000082F8699B32665FC1433136C3D9F05241
1-2,311 7 Avenue (Uptown Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000F273AE928F7F52C0AD632BE09E5F4440,58,0101000020110F00007F616E9CD36B5FC16B4C14357FFA5241
@,Nassau Pl & Averill Pl At Sw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000003F522FE34B8F52C04D71AE5448424440,59,0101000020110F00006D88C91B8E865FC12A46A105AAD95241
@,75 Richmond Terrace,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000EF086FF7E88452C0A8887C5586524440,60,0101000020110F0000A492F0A9E9745FC1303086C0D3EB5241
J-M-Z,295 Broadway (To Manhattan Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000D26B2B09507D52C0B9EA5A0BB35A4440,61,0101000020110F00006A48D70002685FC17E62814AFBF45241
A-C-E,166 6 Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000A98410643D8052C0459E5FE7DF5C4440,62,0101000020110F000036CAB6DBFA6C5FC16E6AED456BF75241
M,701 Seneca Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000000C50302B147A52C02287AE87F6594440,63,0101000020110F0000ABD5A5C983625FC19BDAF21628F45241
7,82-01 Roosevelt Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000009FA280A7907852C04213AD77B85F4440,64,0101000020110F00009C38348EF15F5FC13F96A3E59BFA5241
2-3,47 Pine Street,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000FBCB7678918052C0E051F468785A4440,65,0101000020110F00000C9512AD896D5FC1D1A22799B9F45241
6,1025 Longwood Avenue (To Manhattan Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000B16EDBE55B7952C0EA1705CF84684440,66,0101000020110F0000FB44FFC84A615FC12100FD337A045341
G,573 Lafayette Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000DAFDDEE7E77C52C0DD6CA8BA52584440,67,0101000020110F000093A3BC2051675FC1AEDD2DD551F25241
A-C-B,180 Central Park West,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000002F63DD49447E52C0F055095EF4634440,68,0101000020110F0000E7331FE4A0695FC15230B44F5BFF5241
7,39-16 111 Street,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000005D7087FBC87652C0117DD8A337604440,70,0101000020110F000020AF168DEB5C5FC1B994FA772AFB5241
4-6-6 Express-J-Z-N-Q-R,418 Broadway,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000000787307E1A8052C0B8FE2DA0175C4440,71,0101000020110F00006BDEA094BF6C5FC17465EAD58AF65241
B-Q-S,462 Flatbush Avenue (Enter From Lincoln Rd),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000953ECB35927D52C0D44BCC0197544440,72,0101000020110F00004C30326872685FC15B9F3E9423EE5241
1-2-A-C-B-D,956 8 Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000004DAAE370E67E52C0922F5F191B624440,73,0101000020110F00001334C652B46A5FC1DD8C818B48FD5241
J-Z,1720 Broadway,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000007C2C3050527A52C0DB68997972574440,74,0101000020110F00004A2CAF58ED625FC1CA3796A956F15241
A-C,856 Fulton Street (To Queens Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000615BC5E2E47D52C0C808324479574440,75,0101000020110F0000CC0E0AD7FE685FC110EAC2445EF15241
E-M-R,42-01 28 Street,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000005BE012D9077C52C046FAF3EAE35F4440,76,0101000020110F0000D5340C8BD4655FC18823939BCCFA5241
A-C,2154 Fulton Street,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000005772D5D3477A52C090E73879CA564440,77,0101000020110F000010C70989DB625FC1C54672839AF05241
4-5-6-6 Express-J-Z,1 Centre Street,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000001AA77528438052C0282E8BB8395B4440,78,0101000020110F0000250485A7046D5FC1C28BC32F92F55241
G,626 Manhattan Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000008810D57FD67C52C016016EB1A25C4440,79,0101000020110F0000EAE3B48F33675FC1AA9A2AAD26F75241
G,344 Classon Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000029670817737D52C07A14F96129584440,80,0101000020110F00006BC3D98B3D685FC1559D918523F25241
F,40-33 21 Street,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000C21D05E44B7C52C07CE83C5585604440,81,0101000020110F00007877E11E48665FC1649FCA9281FB5241
1-2-A-C-B-D,1824 Broadway,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000EA868B73D47E52C006F759CB64624440,82,0101000020110F0000CA2E22C4956A5FC158D19A2F9BFD5241
G,602 Marcy Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000C0210BBABD7C52C056ABC74DD4584440,83,0101000020110F000001488A7B09675FC1CF93AEF8E2F25241
4-5-6-6 Express-N-Q-R,131 East 60 Street,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000A8E1BBC3ED7D52C0796562389E614440,84,0101000020110F00000949E5EB0D695FC17EA87983BCFC5241
2-5,2137 Nostrand Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000009B129BF1A37C52C06A91754407514440,85,0101000020110F0000C45008B0DD665FC18EC5C70327EA5241
2-3-4,70 6 Avenue (To Manhattan Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000CB985884627E52C06F41C25B20574440,86,0101000020110F00004208B63CD4695FC187473FB2FAF05241
2-5,Nostrand Ave & Flatbush Ave At Nw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000DB2A35DAAA7C52C0D4AE685E0E514440,87,0101000020110F0000504B2E6CE9665FC19A734CF62EEA5241
2-5,Nostrand Ave & Flatbush Ave At Ne Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000A66735F0A37C52C0A8A6AE7D01514440,88,0101000020110F0000DFC7A8ADDD665FC19833D88C20EA5241
2-5,Nostrand Ave & Church Ave At Se Corner (To Manhattan Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000BCB3553BC37C52C0F0D5D9EC48534440,89,0101000020110F0000CAFC5CD512675FC118DE7192ADEC5241
2-5,Nostrand Ave & President St At Ne Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000B653E590D47C52C05277E53785554440,90,0101000020110F00008DD7014730675FC154A3154B2EEF5241
3-4,Nostrand Ave & Eastern Pkwy At Se Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000065E8612CD37C52C06A1F3123BC554440,91,0101000020110F000044F26EE92D675FC1D932AFC96BEF5241
G,Marcy Ave & Myrtle Ave At Nw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000009A8BAF58C37C52C068BF262504594440,92,0101000020110F00009D01380713675FC15F21B78F18F35241
3-4,Schenectady Ave & Eastern Pkwy At Ne Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000C0CBED32C37B52C011CE3BADA2554440,93,0101000020110F00007B1D98EF5F655FC15AED49474FEF5241
3-4,Utica Ave & Eastern Pkwy At Se Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000053A2FFF9957B52C0DC638A4F97554440,94,0101000020110F00005B59031F13655FC1AB113A8D42EF5241
J-Z,Broadway & Myrtle Ave At Nw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000005D917D74DE7B52C0EEB5E96E32594440,95,0101000020110F0000CA4AAF3B8E655FC141D1A5694CF35241
L,Bedford Ave & N 7th St At Se Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000002F4B6ABE4A7D52C0730A5937DE5B4440,96,0101000020110F0000FC7DA703F9675FC1C06F2F814AF65241
G,Union Ave & Flushing Ave At Ne Corner (To Queens Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000E885E55FCB7C52C0055B607C98594440,97,0101000020110F0000FA8233AA20675FC106A002BCBEF35241
J-M,Hewes St & Broadway At Ne Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000009AB73E34F37C52C0DC7EE5C0725A4440,98,0101000020110F00006E9CB95164675FC16CC7CD42B3F45241
