line,name,url,created_at,updated_at,the_geom,cartodb_id,the_geom_webmercator
F,168-02 Hillside Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000DF85D1F4D97252C0806A0E59DD5A4440,434,0101000020110F0000EE6609043D565FC1F53E2AB02AF55241
D,4405 New Utrecht Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000562CE148A07F52C0E84E561AF8514440,435,0101000020110F0000689661FFEF6B5FC101500B8E34EB5241
2-3-4-5-A-C-J-Z,189 Broadway,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000001BA5F0599E8052C0C3BB1FFAEE5A4440,436,0101000020110F0000DBD62A8E9F6D5FC19593B3703EF55241
4-6-6 Express,280 Park Avenue South (Downtown Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000C32617342D7F52C03E14FFF7A75E4440,437,0101000020110F0000222844852C6B5FC11B410D6E6AF95241
B-D-F-M,30 Rockefeller Plaza,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000C424580DC27E52C024316EC630614440,438,0101000020110F000082356283766A5FC174CB93CB41FC5241
N-Q-R,764 5 Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000483666C0597E52C06C964761DE614440,439,0101000020110F00005F3F2459C5695FC1799F127504FD5241
2-3-4,463 Bergen Street (To New Lots And Flatbush Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000004E122B8F6E7E52C01216877B2C574440,440,0101000020110F00000DDA31B1E8695FC11D3C3F4608F15241
J-M-Z,299 Broadway (To Manhattan Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000B847D5484B7D52C0AC35B54AB05A4440,441,0101000020110F0000E661C5EEF9675FC1B5CD0535F8F45241
4-6-6 Express-E-M,137 East 52 Street,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000049413978267E52C0231E6BF3FF604440,442,0101000020110F00000C3F9D3D6E695FC11A223A0D0BFC5241
4-5-6-6 Express-7-7 Express-S,33 East 42 Street,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000006EDC7D93A67E52C04A02C2BB5C604440,443,0101000020110F00006154ADD7476A5FC14ECA220E54FB5241
B-D-F-M-N-Q-R,902 6 Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000E6861463337F52C09860355CFA5F4440,444,0101000020110F0000D4342206376B5FC184A67CC4E5FA5241
F,326 7 Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000022D46E99D37E52C0CAB873F563554440,445,0101000020110F00008CEEA551946A5FC11446680D09EF5241
4-5-6-6 Express-7-7 Express-S,11 East 42 Street,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000004AF7F5BBB07E52C0DBA2A32765604440,446,0101000020110F000014EBD518596A5FC17F802F7F5DFB5241
J,1561 Broadway,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000EAE7A6279B7A52C0C4FCDE9ED0574440,447,0101000020110F0000D02A471369635FC1677CD01AC0F15241
D,6908 New Utrecht Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000063AA6863EC7F52C02FE5BE48684F4440,448,0101000020110F0000C9EB6A44716C5FC19FCBE3A356E85241
2-5,1231 Nostrand Avenue (To Manhattan Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000A59F5203CD7C52C0130604081F544440,449,0101000020110F00001787A37223675FC1FC2142429DED5241
2-3-4-5-N-R,78 Clinton Street,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000A2781420877F52C0A6FA4843DC584440,450,0101000020110F0000BCF00843C56B5FC1B0ECFEE2EBF25241
G,361 Classon Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000322841846D7D52C01580271B2A584440,451,0101000020110F000015F9521434685FC1CDBAFB5424F25241
J,2 Hemlock Street,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000007EB54F9FE47752C0ABFA540740584440,452,0101000020110F0000E3F68157CD5E5FC1284700E33CF25241
F,1029 Mc Donald Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000023E463607E7E52C0FCF9DE1A78504440,453,0101000020110F0000D6A7348F036A5FC160379CCD86E95241
J-M-Z,300 Broadway,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000016617715527D52C05426DF3EAB5A4440,454,0101000020110F00005563697B05685FC16BD5A88DF2F45241
D,1039 44 Street,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000C68D8065A57F52C0F252CADB11524440,455,0101000020110F0000B65535AEF86B5FC17747CE6151EB5241
B-D-F-M,1260 6 Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000607BA53CBA7E52C06B88D12346614440,456,0101000020110F00005B36FF3C696A5FC1AA8727C059FC5241
L,10-34 Wyckoff Avenue (To Canarsie Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000EB333DBED77952C031D88FC4FC584440,457,0101000020110F0000BF8714261D625FC197AD2B4C10F35241
D-N-R,4 Ave (Between 35 St And 36 St),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000B2E13867448052C05A069B22C0534440,458,0101000020110F0000E24FF8C4066D5FC1BC2C9D0533ED5241
B-D-F-M-N-Q-R,6th Ave & 35th St At Se Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000009758A9402D7F52C004B1DCC70A604440,460,0101000020110F00008D959E9A2C6B5FC168262D2DF8FA5241
B-D-F-M-N-Q-R,6th Ave & 35th St At Ne Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000055EC4CDC2A7F52C05F08D0BA0D604440,461,0101000020110F0000DD6F768A286B5FC16AE88C7BFBFA5241
1-2-3-7-7 Express-S-A-C-E-N-Q-R,7th Ave & 40th St At Sw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000B1325E7D3C7F52C028D4F6B699604440,462,0101000020110F0000A2A55C7C466B5FC1BDD8BA6C98FB5241
@,E Tenafly Av & S Railroad St At Nw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000020EA1DA6F8B52C09C41058826454440,508,0101000020110F0000B23D98D5FF7F5FC19AC19768DEDC5241
1-2-3-7-7 Express-S-A-C-E-N-Q-R,Broadway & 40th St At Se Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000007711E1C3257F52C0E53547B588604440,463,0101000020110F00000894C5E21F6B5FC1923B855B85FB5241
7-7 Express-B-D-F-M,6th Ave & 40th St At Sw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000043DC47B0E7F52C03B76A0CD71604440,464,0101000020110F000077B6EB56F86A5FC1E1A172AD6BFB5241
N-R,South St & Whitehall St At Ne Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000006640E83DCE8052C0B390B81AD9594440,465,0101000020110F00003092F4E6F06D5FC1C1FBD71F07F45241
N-R,State St & Whitehall St At   Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000F4D8B051D68052C0FB86C843DF594440,466,0101000020110F000023394B9FFE6D5FC1E9339A060EF45241
4-5,Broadway & Battery Pl At Nw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000005F2E79D0EC8052C0FD64F9B8365A4440,467,0101000020110F0000925E2AD5246E5FC130F7670170F45241
N-R,Stone St & Whitehall St At Nw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000DE5CE3CAD98052C061305AD11F5A4440,468,0101000020110F00009D5AAF85046E5FC126253E5856F45241
N-R,Water St & Whitehall St At Se Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000F29771F6CE8052C06ABB8E26DE594440,469,0101000020110F000086BE6820F26D5FC1886511C70CF45241
J-Z,Broad St & Exchange Pl At Sw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000F87871FDBB8052C0F7DF03DD5E5A4440,470,0101000020110F00001F1B4EE6D16D5FC1257B14FA9CF45241
1,Greenwich St & Morris St At Ne Corner (Uptown Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000002EEE5FC4E68052C0C04F2EE0735A4440,471,0101000020110F0000BE6E908F1A6E5FC10E9CAA84B4F45241
N-R,Trinity Pl & Exchange Alley At Nw Corner (Downtown Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000006167B8F8DB8052C07A0DC200895A4440,472,0101000020110F000022163839086E5FC1A1394330CCF45241
N-R,Trinity Pl & Rector St At Nw Corner (Downtown Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000BB96BB77D48052C0275818C39C5A4440,473,0101000020110F000046793A7AFB6D5FC16F9F8353E2F45241
N-R,Trinity Pl & Rector St At Ne Corner (Uptown Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000C02C084AD18052C0BF9B5F889C5A4440,474,0101000020110F0000925E1314F66D5FC1E531B911E2F45241
1,Greenwich St & Rector St At Ne Corner (Uptown Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000090886848DC8052C0761A0C40A35A4440,475,0101000020110F00006BC293C0086E5FC14C976B98E9F45241
4-5,Broadway & Rector St At Nw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000043019938C28052C0344511F5945A4440,476,0101000020110F000046DDD57BDC6D5FC17706F694D9F45241
4-5,Broadway & Rector St At Sw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000A804ABB4C58052C0183B2E008D5A4440,477,0101000020110F0000FB4F1B67E26D5FC18105E1AAD0F45241
4-5,Broadway & Wall St At Se Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000E3646233C08052C00D4311E2915A4440,478,0101000020110F000075E94B0DD96D5FC1CE153923D6F45241
J-Z,Broad St & Wall St At Sw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000F8396C4AB28052C0CCA9875E7F5A4440,479,0101000020110F0000431AA56CC16D5FC1A02C2C65C1F45241
J-Z,Broad St & Wall St At Sw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000001F69DFFAB08052C01600D783825A4440,480,0101000020110F00003FECAD32BF6D5FC1DABD6AEBC4F45241
N-R,Church St & Dey St At Ne Corner (Uptown Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000092331368B08052C0C6EB2AD2FD5A4440,481,0101000020110F0000E9275439BE6D5FC1FCEA61124FF55241
1,West Broadway & Vesey St At Se Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000001A71A7BDC18052C0824E9FD6345B4440,482,0101000020110F0000A9D900ABDB6D5FC1A8FF45B78CF55241
J-Z,Nassau St & Cedar St At Se Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000005122CDCCA08052C08D2275A0A05A4440,483,0101000020110F0000F74DF4B6A36D5FC17900FBA7E6F45241
2-3,William St & Wall St At Ne Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000DFE53CE5988052C0A081930D6B5A4440,484,0101000020110F0000346CBA49966D5FC1003237A2AAF45241
2-3-4-5-A-C-J-Z,John St & Nassau St At Ne Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000005470BEE7878052C09BD31920D15A4440,485,0101000020110F000006CDAC6D796D5FC1FCEF70FE1CF55241
2-3-4-5-A-C-J-Z,William St & Fulton St At Sw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000004046A9FC6B8052C0E3F59130D35A4440,486,0101000020110F00002BC9A2014A6D5FC1053C8B4E1FF55241
2-3-A-C-E,Church St & Vesey St At Se Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000092111A8BA68052C0311171081C5B4440,487,0101000020110F0000CC5F6878AD6D5FC1383E2EEC70F55241
2-3-4-5-A-C-J-Z,Broadway & Dey St At Nw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000483787889B8052C0472A5E77F35A4440,488,0101000020110F000010D9C6C49A6D5FC12B5B587843F55241
2-3-4-5-A-C-J-Z,Broadway & Fulton St At Nw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000086354B0B978052C097860E4B035B4440,489,0101000020110F0000A7BCAF24936D5FC179BBFC3355F55241
2-3-A-C-E,Church St & Barclay St At Sw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000643FDD0DA28052C0120A8B21395B4440,490,0101000020110F00005DE14FD8A56D5FC130BC928691F55241
2-3-A-C-E,Church St & Park Pl At Nw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000F773783D988052C0900D8DD6515B4440,491,0101000020110F0000C62AC22C956D5FC1122E8E35ADF55241
2-3-A-C-E,Church St & Murray St At Sw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000903EAD35948052C0A25B21425C5B4440,492,0101000020110F00002E2427548E6D5FC1C8B685E2B8F55241
1-2-3-L-F-M,7th Ave & 12th St At Nw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000049205B5A0D8052C02BA8E1BA625E4440,493,0101000020110F0000128BD142A96C5FC1D55D03D21CF95241
1-2-3-L-F-M,7th Ave & 13th St At Ne Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000006B7A65DAFE7F52C0EC5FDDBC715E4440,494,0101000020110F0000C382AEA1906C5FC18DEB6DA42DF95241
1-2-3-L-F-M,7th Ave & 14th St At Nw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000004E07D643FB7F52C047AEE02D905E4440,495,0101000020110F00004F1C6A898A6C5FC141C894C34FF95241
A-C,1276 Fulton Street (To Queens Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000F280ECFFC77C52C086698F9313574440,496,0101000020110F00006516A8EE1A675FC19992A361ECF05241
3-4,770 Livonia Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000A9F4FBA4DA7852C0B6244D512E554440,498,0101000020110F00009F7C373C6F605FC165A9BCFDCCEE5241
7,40-01 111 Street,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000001B688A2AC37652C086904D9830604440,499,0101000020110F0000D457E4ABE15C5FC17F18FE9122FB5241
4-6-6 Express-E-M,111 East 50 Street,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000EC52EC743C7E52C0A4901F43DB604440,500,0101000020110F0000DED7869693695FC1D9C672EAE1FB5241
1-2,300 7 Avenue (Downtown Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000AFAB6FF59C7F52C096A065B7965F4440,501,0101000020110F000018741E59EA6B5FC1D32C7B0F76FA5241
A-S,109-04 Liberty Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000085AB52FD4A7552C0B41254008C574440,502,0101000020110F0000504095B2625A5FC1CFAA504073F15241
B-Q,101 Brighton Beach Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000008F7138B2F27D52C0A8512FF7C9494440,503,0101000020110F00003B2B5B4C16695FC1F97457D00DE25241
@,Bethel Av & St Andrew's Pl At Nw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000000D6C2F4A8F52C07BEF6C3241424440,504,0101000020110F000029AE99378B865FC1F1B4560DA2D95241
@,Richmond Valley Rd & Amboy Rd At Ne Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000070C997CB08E52C05F98C6507F424440,505,0101000020110F000026580F2586855FC18DABA673E7D95241
@,Amboy Rd & Station Av At Sw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000205C1B0DDD8D52C01F6028F4EA424440,506,0101000020110F0000F8DB11001F845FC1534A12B65FDA5241
@,Seguine Av & Waterbury Av At Se Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000068F3A826DA8C52C0448E79C23E434440,507,0101000020110F0000574B753B67825FC1D48A1559BDDA5241
@,Giffords La & Baltimore St At Sw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000003ECF0616A48952C0C169B3D39A464440,509,0101000020110F000016FB46DFF27C5FC1D2510D837EDE5241
@,Huguenot Av & West Te At Se Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000F40D13DB4E8C52C076B7550140444440,510,0101000020110F0000F85310A07A815FC12FB0C0CADCDB5241
@,Justin Av & S Railroad Av At Nw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000003549561BB98852C096274DF846474440,511,0101000020110F000015DA7BBC637B5FC192BA47EF3EDF5241
@,Cedarview Av & N Railroad Av At Se Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000088121A3A158852C014DD23F85C484440,512,0101000020110F0000742DB15E4D7A5FC1437D69B775E05241
@,New Dorp La & New Dorp Pz At   Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000029FD50D6768752C0D18A446477494440,513,0101000020110F0000C5BC325440795FC156C8AE7BB1E15241
@,Fremont Av & S Railroad Av At Nw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000BC283B49038752C0EE9833321A4A4440,514,0101000020110F00001B87BF0D7C785FC167D0118767E25241
@,Jefferson Av & S Railroad Av At Nw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000FB42156C928652C066581E6AC04A4440,515,0101000020110F00003528D457BC775FC180024C6721E35241
@,Garretson Av & Hancock St At Nw Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000815E67561F8652C00B2150B9634B4440,516,0101000020110F00003CAA33DCF8765FC12A513E0AD8E35241
@,N Railroad Av & Old Town Rd At Ne Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000003C3433129F8552C0DA48B14D4D4C4440,517,0101000020110F0000F9FE9AFC1E765FC11E4F6549DDE45241
@,Bay St & Norwood Av At Se Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000D9D501B4998452C0A988B439984F4440,518,0101000020110F00006EEAE80663745FC144F76C488CE85241
@,Bay St & Hannah St At Ne Corner,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000079E0563BC88452C0D97B9E9B72514440,519,0101000020110F0000DD94810FB2745FC1403C2E259FEA5241
F,146-18 Hillside Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000744D4480D37352C0445A31F44F5A4440,520,0101000020110F0000409480E4E4575FC17848E9458CF45241
7,39-23 103 Street,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000131D88FC337752C0E0EF8DE601604440,521,0101000020110F0000CA2FDC4EA15D5FC14AC59438EEFA5241
3-4,625 Livonia Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000BAC2C886357952C056104AEF1B554440,522,0101000020110F0000AAEF849B09615FC163BC9368B8EE5241
2-5,2843 Church Avenue (To Flatbush Only),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000003C34821C97C52C0D8B9FDB451534440,523,0101000020110F0000E6102ADA1C675FC1FD1C1167B7EC5241
G-L,574 Lorimer Street,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000002CF8ECEBC07C52C0EBD08F226B5B4440,524,0101000020110F0000989BCBE80E675FC1F4A4D08DC9F55241
G,158 Greenpoint Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000009CEAEBC20F7D52C0A04317F3735D4440,525,0101000020110F00006514A5D394675FC1653ADC3011F85241
F,36 Lawrence Avenue (Enter From Parkville Av),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000BF6D951E877E52C0B71F63E471504440,526,0101000020110F000038A90069126A5FC1DDF7C6D97FE95241
2-3,51 Clark Street,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000009C9E93E68F7F52C08933C7444A594440,527,0101000020110F00007782EF2AD46B5FC11BA5FA1C67F35241
N,969 62 Street (Enter From Ft Hamilton Py),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000AEFE86CE6B8052C0837A8678EB504440,528,0101000020110F000068D645B3496D5FC19E0C34E807EA5241
L,1623 De Kalb Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000007A3B1313D47A52C003C2F66E2C5A4440,529,0101000020110F000002784EC2C9635FC1E710737A64F45241
1-2-A-C-B-D,949 8 Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000008D1EE52CEC7E52C00712FBFA21624440,530,0101000020110F0000DC605410BE6A5FC1AD9FEC4250FD5241
4-6-6 Express-E-M,884 3 Avenue (Enter On E 53 St),http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000BA7B9CB81C7E52C07D860A8810614440,531,0101000020110F0000A1C290AE5D695FC16A186BA41DFC5241
E-F-M-R,107-31 71 Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000DD520A8F0A7652C08B5A39D6525C4440,532,0101000020110F00009900E018A85B5FC1B3F5EA2FCDF65241
E-J-Z,Intersection Of Parsons Block And Archer Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000003586990D327352C005E0F0DDE6594440,533,0101000020110F0000398434A8D2565FC1CD10DC8A16F45241
7-7 Express,40-02 Junction Boulevard,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000AF3A2EB5A57752C01352B96DDF5F4440,534,0101000020110F0000CAB19F79625E5FC104613393C7FA5241
@,Staten Island Ferry Terminal,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000B4BA8374B08452C0003B673777524440,535,0101000020110F000021F86BAC89745FC1585BABD4C2EB5241
B-Q,3069 Brighton 7 Street,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000F9B3E191787D52C0E9FEB415FB494440,536,0101000020110F0000A504BBDA46685FC15A7D12BD44E25241
N-R,6003 4 Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000653286A92D8152C01A5866DAFE514440,537,0101000020110F0000028DB8FB926E5FC11A1E2E1C3CEB5241
M,1340 Greene Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000ED538D14CA7A52C0562983AC6E594440,538,0101000020110F00004ACB65C8B8635FC1D3791FE58FF35241
2-3-4-5-A-C-J-Z,1 Federal Reserve Plaza,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000000D134A37898052C034C931D5CC5A4440,539,0101000020110F0000D8F9A1A77B6D5FC1CD5C372F18F55241
@,7 Bentley Street,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000A50F70682E9052C045F629F18C414440,540,0101000020110F00009F5F5EE00E885FC194AC18AED8D85241
A-C-F,368 Jay Street,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000AC419418327F52C0C3B8DE83B5584440,541,0101000020110F0000888BBED4346B5FC19445D47BC0F25241
F,179-30 Hillside Avenue,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E610000057E656D11F7252C09289F3FB375B4440,542,0101000020110F0000775D34D700555FC161429D3D90F55241
L-M,1605 Palmetto Street,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000B2BF30AA527A52C048195B8293594440,543,0101000020110F000084E88FF1ED625FC13D62CA28B9F35241
B-Q,1506 Avenue J,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000BAD912D1817D52C02C02B3FCFF4F4440,544,0101000020110F0000BAF2A48F56685FC1ED407C6300E95241
4-6-6 Express-J-Z-N-Q-R,240 Canal Street,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E61000004F873C14058052C0A97BA34FE45B4440,545,0101000020110F000079B8FA349B6C5FC106BF915551F65241
1-2-3,242 West 34 Street,http://www.mta.info/nyct/service/,2012-09-10 00:00:00,2012-09-10 00:00:00,0101000020E6100000DA56ECFB707F52C05C187E4622604440,546,0101000020110F0000DDAB19A79F6B5FC162CD338412FB5241
