storenum,opendate,date_super,conversion,st,county,streetaddr,strcity,strstate,zipcode,type_store,latitude,longitude
597,Tue Sep 18 00:00:00 -0400 1984,Mon Mar 01 00:00:00 -0500 1999,1,48,201,7075 FM 1960 RD WEST,Houston,TX,77069,Supercenter,29.96808,-95.534165
598,Tue Oct 16 00:00:00 -0400 1984,Wed Mar 01 00:00:00 -0500 1995,1,31,019,5411 N. SECOND AVENUE,Kearney,NE,68847,Supercenter,40.669404,-99.085918
599,Fri Aug 31 00:00:00 -0400 1984,Wed Mar 01 00:00:00 -0500 1995,1,47,163,3200 FT HENRY DRIVE,Kingsport,TN,37664,Supercenter,36.509681,-82.516054
600,Tue Jul 17 00:00:00 -0400 1984,Wed Oct 27 00:00:00 -0400 2004,1,48,179,2801 NO. CHARLES ST.,Pampa,TX,79065,Supercenter,35.544869,-100.966337
601,Fri Aug 31 00:00:00 -0400 1984,Tue Mar 01 00:00:00 -0500 1994,1,48,451,5501 SHERWOOD WAY,San Angelo,TX,76904,Supercenter,31.428215,-100.511042
602,Tue Apr 03 00:00:00 -0500 1984,,,48,339,610 SAWDUST ROAD,The Woodlands,TX,77380,Wal-Mart,30.126704,-95.451852
603,Tue Oct 08 00:00:00 -0400 1985,Wed Apr 14 00:00:00 -0400 2004,1,17,179,3320 VETERANS DRIVE,Pekin,IL,61554,Supercenter,40.541464,-89.59527
604,Tue Nov 15 00:00:00 -0500 1983,Wed Oct 16 00:00:00 -0400 2002,1,01,069,4310 MONTGOMERY HWY,Dothan,AL,36303,Supercenter,31.264171,-85.440708
605,Fri Nov 25 00:00:00 -0500 1983,Wed Jul 21 00:00:00 -0400 2004,1,13,051,1955 E. MONTGOMERY CROSSROADS,Savannah,GA,31406,Supercenter,31.998215,-81.121658
606,Fri Nov 25 00:00:00 -0500 1983,,,13,051,4725 EAST HWY 80,Savannah,GA,31410,Wal-Mart,32.043349,-81.009469
607,Fri Jun 29 00:00:00 -0400 1984,,,40,075,923 WEST 11 STREET (HWY 9),Hobart,OK,73651,Wal-Mart,35.015646,-99.093809
608,Fri Jun 29 00:00:00 -0400 1984,Tue Mar 01 00:00:00 -0500 1994,1,48,329,4517 NORTH MIDLAND DRIVE,Midland,TX,79707,Supercenter,32.029465,-102.145789
609,Tue Sep 18 00:00:00 -0400 1984,Wed Mar 20 00:00:00 -0500 2002,1,29,127,3650 STAR DUST DRIVE,Hannibal,MO,63401,Supercenter,39.7228,-91.392187
610,Tue Apr 03 00:00:00 -0500 1984,Tue Mar 01 00:00:00 -0500 1994,1,48,143,2765 W WASHINGTON,Stephenville,TX,76401,Supercenter,32.206039,-98.233022
611,Tue Apr 03 00:00:00 -0500 1984,Wed Mar 19 00:00:00 -0500 2003,1,35,005,"4500 ""A"" NORTH MAIN",Roswell,NM,88201,Supercenter,33.62722,-104.554009
612,Sat Feb 04 00:00:00 -0500 1984,Fri Mar 01 00:00:00 -0500 2002,1,17,029,2250 LINCOLN AVENUE,Charleston,IL,61920,Supercenter,39.485147,-88.160688
613,Tue Apr 03 00:00:00 -0500 1984,Fri Mar 01 00:00:00 -0500 1996,1,12,127,1521 W GRANADA BLVD,Ormond Beach,FL,32174,Supercenter,29.25763,-81.113508
614,Tue May 22 00:00:00 -0400 1984,Wed Jul 14 00:00:00 -0400 2004,1,13,285,803 NEW FRANKLIN RD,La Grange,GA,30240,Supercenter,33.066495,-85.028376
615,Tue Nov 13 00:00:00 -0500 1984,Wed Mar 01 00:00:00 -0500 1995,1,13,015,101 MARKET PLACE BLVD,Cartersville,GA,30121,Supercenter,34.203382,-84.790607
616,Fri Aug 31 00:00:00 -0400 1984,Sat Mar 01 00:00:00 -0500 1997,1,45,075,2795 NORTH ROAD,Orangeberg,SC,29115,Supercenter,33.553351,-80.930858
617,Tue Nov 12 00:00:00 -0500 1985,,,18,153,757 WEST WOLF STREET,Sullivan,IN,47882,Wal-Mart,39.102934,-87.423001
618,Thu Aug 02 00:00:00 -0400 1984,Wed Mar 01 00:00:00 -0500 1995,1,13,223,4166 JIMMY LEE SMITH PKWY,Hiram,GA,30141,Supercenter,33.892429,-84.758296
619,Tue Oct 16 00:00:00 -0400 1984,Wed Aug 20 00:00:00 -0400 2003,1,47,143,3034 RHEA COUNTY HWY,Dayton,TN,37321,Supercenter,35.460147,-85.046286
620,Tue Nov 13 00:00:00 -0500 1984,Wed Oct 29 00:00:00 -0500 2003,1,47,163,220 CENTURY BLVD,Bristol,TN,37620,Supercenter,36.467699,-82.400393
621,Sat Jul 04 00:00:00 -0400 1981,,,45,041,230 KELLEY STREET,Lake City,SC,29560,Wal-Mart,33.877233,-79.756106
622,Tue Nov 13 00:00:00 -0500 1984,Wed Mar 01 00:00:00 -0500 2000,1,40,109,7800 N.W. EXPRESSWAY,Oklahoma City,OK,73132,Supercenter,35.521948,-97.536521
623,Tue Aug 21 00:00:00 -0400 1984,Fri Mar 01 00:00:00 -0500 1996,1,12,071,545 PINE ISLAND RD,N. Ft. Meyers,FL,33903,Supercenter,26.681991,-81.898675
624,Sat Jul 04 00:00:00 -0400 1981,Wed Mar 01 00:00:00 -0500 2000,1,45,071,2812 MAIN ST,Newberry,SC,29108,Supercenter,34.28268,-81.590175
625,Sat Jul 04 00:00:00 -0400 1981,Fri Mar 01 00:00:00 -0500 1996,1,45,043,1310 NORTH FRASER,Georgetown,SC,29440,Supercenter,33.387651,-79.288983
626,Tue Oct 02 00:00:00 -0400 1984,,,48,165,2000 HOBBS HIGHWAY,Seminole,TX,79360,Wal-Mart,32.671912,-102.805355
627,Sat Jul 04 00:00:00 -0400 1981,,,45,033,536 RADFORD BLVD,Dillon,SC,29536,Wal-Mart,34.435917,-79.369733
628,Sat Jul 04 00:00:00 -0400 1981,Wed Mar 01 00:00:00 -0500 2000,1,45,035,9880 DORCHESTER ROAD,Summerville,SC,29418,Supercenter,32.923752,-80.123561
629,Sat Jul 04 00:00:00 -0400 1981,,,45,087,441 N DUNCAN BYPASS/SUITE A,Union,SC,29379,Wal-Mart,34.707343,-81.634898
630,Mon Mar 01 00:00:00 -0500 1982,,,45,041,2530 DAVID H MCLEOD BLVD,Florence,SC,29501,Wal-Mart,34.187924,-79.823448
631,Sat Jul 04 00:00:00 -0400 1981,,,45,077,1023 SOUTH PENDELTON STREET,Easley,SC,29642,Wal-Mart,34.813032,-82.602127
632,Tue Jul 13 00:00:00 -0400 1982,,,45,019,1481 US HWY 17 NORTH,Mount Pleasant,SC,29464,Wal-Mart,32.813224,-79.854014
633,Tue Oct 23 00:00:00 -0400 1984,Wed Mar 01 00:00:00 -0500 1995,1,17,073,730 TENNEY ST,Kewanee,IL,61443,Supercenter,41.222206,-89.926293
634,Sat Jul 04 00:00:00 -0400 1981,Sun Mar 01 00:00:00 -0500 1998,1,45,055,2240 WEST DEKALB ST.,Camden,SC,29020,Supercenter,34.249183,-80.647433
635,Sat Jul 04 00:00:00 -0400 1981,Wed Mar 14 00:00:00 -0500 2001,1,13,051,6000 OGEECHEE ROAD,Savannah (S),GA,31419,Supercenter,31.997565,-81.257133
636,Tue Mar 05 00:00:00 -0500 1985,Wed Oct 16 00:00:00 -0400 2002,1,17,011,2111 CLAUDE BAILEY PKWY,Princeton,IL,61356,Supercenter,41.394746,-89.473361
637,Tue Feb 05 00:00:00 -0500 1985,Wed Mar 17 00:00:00 -0500 2004,1,31,047,200 FRONTIER STREET,Lexington,NE,68850,Supercenter,40.873227,-99.718408
638,Sat Jul 04 00:00:00 -0400 1981,Wed Mar 01 00:00:00 -0500 2000,1,45,021,165 WALTON DRIVE,Gaffney,SC,29341,Supercenter,34.960603,-82.027465
639,Sat Jul 04 00:00:00 -0400 1981,Sat Mar 01 00:00:00 -0500 1997,1,13,127,150 ALTAMA CONNECTOR,Brunswick,GA,31525,Supercenter,31.214688,-81.480436
640,Sat Jul 04 00:00:00 -0400 1981,Sun Mar 01 00:00:00 -0500 1998,1,45,045,1451 WOODRUFF ROAD,Greenville,SC,29607,Supercenter,34.820794,-82.281086
641,Sat Jul 04 00:00:00 -0400 1981,Wed Mar 01 00:00:00 -0500 2000,1,45,045,6134 WHITE HORSE ROAD,Greenville,SC,29611,Supercenter,34.85575,-82.457108
642,Sat Jul 04 00:00:00 -0400 1981,,,45,025,801 CHESTERFIELD HWY,Cheraw,SC,29520,Wal-Mart,34.693166,-79.909697
643,Sat Jul 04 00:00:00 -0400 1981,Sun Mar 01 00:00:00 -0500 1998,1,45,051,10820 N. KINGS HWY,Myrtle Beach,SC,29572,Supercenter,33.764983,-78.790067
644,Sat Jul 04 00:00:00 -0400 1981,Sun Mar 01 00:00:00 -0500 1998,1,45,007,651 HWY 28 BYPASS,Anderson,SC,29624,Supercenter,34.499762,-82.649407
645,Thu Aug 02 00:00:00 -0400 1984,Fri Mar 01 00:00:00 -0500 1996,1,31,119,2400 PASEWALK AVE,Norfolk,NE,68701,Supercenter,42.023651,-97.443413
646,Tue Oct 16 00:00:00 -0400 1984,,,19,105,102 CHAMBER DRIVE,Anamosa,IA,52205,Wal-Mart,42.103519,-91.265282
647,Tue Feb 05 00:00:00 -0500 1985,,,19,157,208 WEST STREET SOUTH,Grinnell,IA,50112,Wal-Mart,41.733175,-92.727286
648,Thu Nov 29 00:00:00 -0500 1984,,,29,183,1661 JUNGERMAN RD,St. Peters,MO,63304,Wal-Mart,38.778301,-90.57835
649,Tue Aug 21 00:00:00 -0400 1984,Fri Mar 01 00:00:00 -0500 1996,1,12,009,3175 CHENEY HWY,Titusville,FL,32780,Supercenter,,
650,Tue Sep 18 00:00:00 -0400 1984,,,51,195,1941 NEELEY ROAD,Big Stone Gap,VA,24219,Wal-Mart,,
651,Fri Jun 29 00:00:00 -0400 1984,Wed Mar 01 00:00:00 -0500 1995,1,48,245,4145 NORTH DOWLEN ROAD,Beaumont,TX,77706,Supercenter,30.12181,-94.164167
652,Tue Oct 16 00:00:00 -0400 1984,Sat Mar 01 00:00:00 -0500 1997,1,20,055,3101 EAST KANSAS AVE,Garden City,KS,67846,Supercenter,,
653,Sat Jul 04 00:00:00 -0400 1981,Wed Mar 01 00:00:00 -0500 1995,1,21,047,300 CLINIC DRIVE,Hopinsville,KY,42240,Supercenter,36.831327,-87.470671
655,Tue Apr 28 00:00:00 -0400 1987,Wed Mar 01 00:00:00 -0500 1995,1,21,107,1756  EAST CENTER ST,Madisonville,KY,42431,Supercenter,37.326283,-87.474035
656,Sat Jul 04 00:00:00 -0400 1981,Wed May 21 00:00:00 -0400 2003,1,47,003,1880 NORTH MAIN ST,Shelbyville,TN,37160,Supercenter,35.513778,-86.455623
657,Sat Jul 04 00:00:00 -0400 1981,Tue Mar 01 00:00:00 -0500 1994,1,47,141,768 SOUTH JEFFERSON AVE,Cookeville,TN,38501,Supercenter,36.144455,-85.500953
658,Sat Jul 04 00:00:00 -0400 1981,Tue Mar 01 00:00:00 -0500 1994,1,13,115,2510 REDMOND CIRCLE,Rome,GA,30165,Supercenter,34.274618,-85.228016
659,Sat Jul 04 00:00:00 -0400 1981,Sun Mar 01 00:00:00 -0500 1998,1,47,037,7044 CHARLOTTE PIKE,Nashville,TN,37209,Supercenter,,
660,Sat Jul 04 00:00:00 -0400 1981,Wed Mar 01 00:00:00 -0500 1995,1,01,033,517 WEST AVALON AVE,Muscle Shoals,AL,35661,Supercenter,34.745215,-87.694946
661,Sat Jul 04 00:00:00 -0400 1981,Fri Mar 01 00:00:00 -0500 1996,1,01,083,1011 U.S. HWY 72 EAST,Athens,AL,35611,Supercenter,34.789771,-86.968498
662,Sat Jul 04 00:00:00 -0400 1981,Wed Mar 01 00:00:00 -0500 2000,1,01,103,2800 SPRING AVN. S.W,Decatur,AL,35603,Supercenter,34.557584,-87.000151
663,Sat Jul 04 00:00:00 -0400 1981,Wed Jun 15 00:00:00 -0400 2005,1,47,107,1815 DECATUR PIKE,Athens,TN,37303,Supercenter,35.452684,-84.626852
664,Tue Oct 30 00:00:00 -0500 1984,Wed Mar 01 00:00:00 -0500 2000,1,20,051,4301 VINE STREET,Hays,KS,67601,Supercenter,38.898261,-99.317811
665,Sat Jul 04 00:00:00 -0400 1981,Fri Mar 01 00:00:00 -0500 1996,1,21,217,725 CAMPBELLSVILLE BYPASS,Campbellsville,KY,42718,Supercenter,37.346188,-85.371455
666,Thu Nov 29 00:00:00 -0500 1984,Sun Mar 01 00:00:00 -0500 1998,1,12,055,3525 US HWY 27 NORTH,Sebring,FL,33870,Supercenter,27.466829,-81.437188
667,Sat Jul 04 00:00:00 -0400 1981,Wed Mar 01 00:00:00 -0500 1995,1,47,031,2111 NORTH JACKSON STREET,Tullahoma,TN,37388,Supercenter,35.39175,-86.239488
668,Sat Jul 04 00:00:00 -0400 1981,Fri Mar 01 00:00:00 -0500 1996,1,47,177,"915 NO. CHANCERY ST, SUITE 100",McMinnville,TN,37110,Supercenter,35.680512,-85.774544
669,Sat Jul 04 00:00:00 -0400 1981,Fri Mar 01 00:00:00 -0500 1996,1,13,313,2545 E WALNUT AVE,Dalton,GA,30721,Supercenter,34.770894,-84.923698
670,Sat Jul 04 00:00:00 -0400 1981,Wed Apr 17 00:00:00 -0400 2002,1,01,043,626 OLIVE STREET SW,Cullman,AL,35055,Supercenter,34.15151,-86.83404
671,Sat Jul 04 00:00:00 -0400 1981,Wed Mar 01 00:00:00 -0500 1995,1,47,189,615 S CUMBERLAND ST,Lebanon,TN,37087,Supercenter,36.191873,-86.29456
672,Sat Jul 04 00:00:00 -0400 1981,Fri Mar 01 00:00:00 -0500 1996,1,47,009,1030 HUNTERS CROSSING DRIVE,Alcoa,TN,37701,Supercenter,35.798514,-84.137882
673,Tue Jun 02 00:00:00 -0400 1987,Wed Mar 01 00:00:00 -0500 1995,1,47,125,3050 WILMA RUDOLPH BLVD,Clarksville,TN,37040,Supercenter,36.592302,-87.290151
674,Wed Aug 12 00:00:00 -0400 1981,Sat Mar 01 00:00:00 -0500 1997,1,47,165,1112 NASHVILLE PIKE,Gallatin,TN,37066,Supercenter,36.377775,-86.46892
675,Sat Jul 04 00:00:00 -0400 1981,Wed Mar 01 00:00:00 -0500 1995,1,47,131,1601 W REELFOOT AVE,Union City,TN,38261,Supercenter,36.412606,-89.077604
676,Sat Jul 04 00:00:00 -0400 1981,Wed Mar 14 00:00:00 -0500 2001,1,47,145,1102 NO. GATEWAY AVE,Rockwood,TN,37854,Supercenter,35.867889,-84.684002
677,Sat Jul 04 00:00:00 -0400 1981,Tue Mar 01 00:00:00 -0500 1994,1,47,045,2650 LAKE ROAD,Dyersburg,TN,38024,Supercenter,36.063421,-89.395806
678,Sat Jul 04 00:00:00 -0400 1981,Wed Mar 01 00:00:00 -0500 1995,1,47,029,1075 COSBY HWY,Newport,TN,37821,Supercenter,35.942189,-83.209443
680,Sat Jul 04 00:00:00 -0400 1981,Wed Apr 13 00:00:00 -0400 2005,1,47,059,3755 E ANDREW JOHNSON HWY,Greeneville,TN,37745,Supercenter,36.185767,-82.76181
681,Sat Jul 04 00:00:00 -0400 1981,Fri Mar 01 00:00:00 -0500 1996,1,01,095,11697 U.S. HWY 431,Guntersville,AL,35976,Supercenter,34.359465,-86.292442
682,Sat Jul 04 00:00:00 -0400 1981,Wed Mar 01 00:00:00 -0500 1995,1,47,149,2000 OLD FORT PARKWAY,Murfreesboro,TN,37129,Supercenter,35.846252,-86.427338
683,Sat Jul 04 00:00:00 -0400 1981,Fri Mar 01 00:00:00 -0500 1996,1,47,099,2130 NO.LOCUST AVE,Lawrenceburg,TN,38464,Supercenter,35.2414,-87.330182
684,Sat Jul 04 00:00:00 -0400 1981,Wed Oct 16 00:00:00 -0400 2002,1,47,077,547 WEST CHURCH ST.,Lexington,TN,38351,Supercenter,35.656506,-88.407925
685,Sat Jul 04 00:00:00 -0400 1981,Wed Jul 18 00:00:00 -0400 2001,1,47,063,475 SO. DAVY CROCKETT PKWY,Morristown,TN,37813,Supercenter,36.216156,-83.257458
686,Tue Feb 05 00:00:00 -0500 1985,Wed Mar 17 00:00:00 -0500 2004,1,13,017,120 BENJAMIN H HILL DR. SW,Fitzgerald,GA,31750,Supercenter,31.713502,-83.263577
687,Sat Jul 04 00:00:00 -0400 1981,Fri Mar 01 00:00:00 -0500 1996,1,47,035,2542 NORTH MAIN STREET,Crossville,TN,38555,Supercenter,35.982151,-85.038579
688,Sat Jul 04 00:00:00 -0400 1981,,,47,037,5520 NOLENSVILLE PIKE,Nashville,TN,37211,Wal-Mart,36.049308,-86.71378
689,Sat Jul 04 00:00:00 -0400 1981,Wed Mar 01 00:00:00 -0500 2000,1,21,199,177 WASHINGTON DRIVE,Somerset,KY,42503,Supercenter,37.131938,-84.518445
690,Sat Jul 04 00:00:00 -0400 1981,Wed Jan 26 00:00:00 -0500 2005,1,47,019,1001 OVER MOUNTAIN AVENUE,Elizabethton,TN,37643,Supercenter,36.380523,-82.225994
691,Sat Jul 04 00:00:00 -0400 1981,Fri Mar 01 00:00:00 -0500 1996,1,01,049,2001 GLENN BLDV SW,Fort Payne,AL,35968,Supercenter,34.438506,-85.758957
692,Sat Jul 04 00:00:00 -0400 1981,Wed Mar 01 00:00:00 -0500 1995,1,21,021,100 WALTON AVE,Danville,KY,40422,Supercenter,37.613944,-84.772962
693,Tue Jul 16 00:00:00 -0400 1985,,,21,025,1589 KENTUCKY / HWY 15 SOUTH,Jackson,KY,41339,Wal-Mart,37.554735,-83.378637
694,Sat Jul 04 00:00:00 -0400 1981,,,21,101,2480 US HWY 41 NORTH,Henderson,KY,42420,Wal-Mart,37.87191,-87.569792
695,Sat Jul 04 00:00:00 -0400 1981,,,47,037,2232 GALLATIN PIKE NORTH,Nashville,TN,37115,Wal-Mart,36.306389,-86.686504
696,Tue Sep 10 00:00:00 -0400 1985,,,21,071,477 VILLAGE DRIVE,Prestonsburg,KY,41653,Wal-Mart,37.635654,-82.652656
697,Tue Oct 16 00:00:00 -0400 1984,Wed Apr 18 00:00:00 -0400 2001,1,12,083,2600 SW 19TH AVE,Ocala,FL,34474,Supercenter,29.172714,-82.156669
698,Sat Jul 04 00:00:00 -0400 1981,Wed Mar 01 00:00:00 -0500 1995,1,47,011,4495 KEITH ST N.W.,Cleveland,TN,37312,Supercenter,35.19438,-84.857362
699,Sat Jul 04 00:00:00 -0400 1981,Wed Aug 14 00:00:00 -0400 2002,1,28,071,2530 WEST JACKSON AVENUE,Oxford,MS,38655,Supercenter,34.361253,-89.571109
700,Sat Jul 04 00:00:00 -0400 1981,Wed Mar 01 00:00:00 -0500 1995,1,01,047,1501 HWY 14 EAST,Selma,AL,36703,Supercenter,32.431475,-87.010711
701,Sat Jul 04 00:00:00 -0400 1981,Sat Mar 01 00:00:00 -0500 1997,1,21,059,5031 FREDERICA STREET,Owensboro,KY,42301,Supercenter,37.719909,-87.124443
702,Sat Jul 04 00:00:00 -0400 1981,Sat Mar 01 00:00:00 -0500 1997,1,21,049,1859 BYPASS RD,Winchester,KY,40391,Supercenter,37.988757,-84.209341
703,Tue Oct 16 00:00:00 -0400 1984,Mon Mar 01 00:00:00 -0500 1999,1,48,201,27650 TOMBALL PKWY,Tomball,TX,77375,Supercenter,30.070881,-95.625259
705,Tue Sep 18 00:00:00 -0400 1984,Sat Mar 01 00:00:00 -0500 1997,1,12,069,17030 US HWY 441,Mount Dora,FL,32757,Supercenter,28.82107,-81.676332
706,Fri Aug 31 00:00:00 -0400 1984,Wed Sep 18 00:00:00 -0400 2002,1,12,101,7631 GALL BOULEVARD,Zephyrhills,FL,33540,Supercenter,28.20918,-82.183832
707,Sat Jul 04 00:00:00 -0400 1981,Wed Jan 26 00:00:00 -0500 2005,1,28,027,1000 SO. STATE STREET,Clarksdale,MS,38614,Supercenter,34.192355,-90.570869
708,Tue May 14 00:00:00 -0400 1985,Sun Mar 01 00:00:00 -0500 1998,1,28,149,2150 IOWA BLVD,Vicksburg,MS,39180,Supercenter,32.306432,-90.891844
709,Sat Jul 04 00:00:00 -0400 1981,Fri Mar 01 00:00:00 -0500 1996,1,21,093,100 WAL-MART DRIVE,Elizabethtown,KY,42701,Supercenter,37.731244,-85.885464
710,Sat Jul 04 00:00:00 -0400 1981,Wed Jan 28 00:00:00 -0500 2004,1,47,037,4424 LEBANON PIKE,Hermitage,TN,37076,Supercenter,36.208968,-86.610512
711,Sat Jul 04 00:00:00 -0400 1981,Wed Apr 13 00:00:00 -0400 2005,1,21,009,2345 HAPPY VALLEY ROAD,Glasgow,KY,42141,Supercenter,37.022278,-85.933994
712,Sat Jul 04 00:00:00 -0400 1981,Mon Mar 01 00:00:00 -0500 1999,1,01,071,24833 JOHNT REIDPRKW,Scottsboro,AL,35768,Supercenter,34.671991,-86.00753
713,Tue Oct 23 00:00:00 -0400 1984,,,12,101,12650 HWY 301 SOUTH,Dade City,FL,33525,Wal-Mart,28.341526,-82.187565
714,Sat Jul 04 00:00:00 -0400 1981,Tue Mar 01 00:00:00 -0500 1994,1,05,107,602 SHELIA STREET,West Helena5119,AR,72390,Supercenter,35.506313,-90.148769
715,Sat Jul 04 00:00:00 -0400 1981,Tue Mar 01 00:00:00 -0500 1994,1,01,125,1501 SKYLAND BLVD E,Tuscaloosa,AL,35405,Supercenter,33.16847,-87.516711
716,Sat Jul 04 00:00:00 -0400 1981,,,28,083,2302 HWY 82 WEST,Greenwood,MS,38930,Wal-Mart,33.529739,-90.230223
718,Tue Nov 13 00:00:00 -0500 1984,Wed May 19 00:00:00 -0400 2004,1,12,105,2120 US HWY 92 WEST,Auburndale,FL,33823,Supercenter,28.056651,-81.821183
719,Sat Jul 04 00:00:00 -0400 1981,Fri Mar 01 00:00:00 -0500 1996,1,21,151,820 EASTERN BYPASS,Richmond,KY,40475,Supercenter,37.733307,-84.274684
720,Sat Jul 04 00:00:00 -0400 1981,Sat Mar 01 00:00:00 -0500 1997,1,21,073,301 LEONARDWOOD DRIVE,Frankfort,KY,40601,Supercenter,38.159391,-84.900117
721,Tue Jan 22 00:00:00 -0500 1985,Wed Mar 01 00:00:00 -0500 1995,1,12,015,19100 MURDOCK CIRCLE,Port Charlotte,FL,33948,Supercenter,27.014357,-82.141655
722,Sat Jul 04 00:00:00 -0400 1981,Mon Jan 23 00:00:00 -0500 2006,1,13,045,1735 SOUTH PARK STREET,Carrollton,GA,30117,Supercenter,33.561112,-85.073298
723,Sat Jul 04 00:00:00 -0400 1981,Mon Mar 01 00:00:00 -0500 1999,1,01,109,1420 US 231 SOUTH,Troy,AL,36081,Supercenter,31.780796,-85.947451
724,Tue Nov 13 00:00:00 -0500 1984,Wed Mar 01 00:00:00 -0500 1995,1,47,089,630 EAST BROADWAY,Jefferson City,TN,37760,Supercenter,36.127334,-83.467489
725,Tue Oct 16 00:00:00 -0400 1984,Mon Mar 01 00:00:00 -0500 1999,1,12,105,36205 US HIGHWAY 27,Haines City,FL,33844,Supercenter,28.060048,-81.636881
726,Sat Jul 04 00:00:00 -0400 1981,Fri Mar 01 00:00:00 -0500 1996,1,01,123,2643 HWY 280 WEST,Alexander City,AL,35010,Supercenter,32.934204,-85.971831
727,Sat Jul 04 00:00:00 -0400 1981,,,13,233,109 DAVIS ROAD,Cedartown,GA,30125,Wal-Mart,34.043932,-85.228152
728,Tue Jan 22 00:00:00 -0500 1985,,,45,013,25 PEMBROKE DRIVE,Hilton Hd Island,SC,29926,Wal-Mart,32.209078,-80.723944
729,Sat Jul 04 00:00:00 -0400 1981,Wed Oct 27 00:00:00 -0400 2004,1,21,179,3795 E. JOHN ROWAN BLVD,Bardstown,KY,40004,Supercenter,37.825448,-85.458379
730,Sat Jul 04 00:00:00 -0400 1981,Fri Mar 01 00:00:00 -0500 1996,1,01,121,41301 U.S. HWY 280,Sylacauga,AL,35150,Supercenter,33.256696,-86.344988
731,Sat Jul 04 00:00:00 -0400 1981,Mon Jan 23 00:00:00 -0500 2006,1,01,091,969 US HWY 80 WEST,Demopolis,AL,36732,Supercenter,32.503315,-87.823794
733,Sat Jul 04 00:00:00 -0400 1981,Sat Mar 01 00:00:00 -0500 1997,1,01,017,3501 20TH AV,Valley,AL,36854,Supercenter,32.787582,-85.156651
734,Sat Jul 04 00:00:00 -0400 1981,Tue Mar 01 00:00:00 -0500 1994,1,01,031,600 BOLL WEEVIL CIRCLE,Enterprise,AL,36330,Supercenter,31.33345,-85.86491
735,Sat Jul 04 00:00:00 -0400 1981,Wed Mar 01 00:00:00 -0500 1995,1,47,051,2675 DECHERD BLVD,Winchester,TN,37398,Supercenter,35.218471,-86.100605
736,Sat Jul 04 00:00:00 -0400 1981,Fri Jan 27 00:00:00 -0500 2006,1,21,141,120 SAM WALTON DRIVE,Russellville,KY,42276,Supercenter,36.982378,-86.756304
737,Sat Jul 04 00:00:00 -0400 1981,Wed May 25 00:00:00 -0400 2005,1,47,117,1334 NO. ELLINGTON PARKWAY,Lewisburg,TN,37091,Supercenter,35.451803,-86.77713
738,Sat Jul 04 00:00:00 -0400 1981,,,47,005,190 HWY 641 NORTH,Camden,TN,38320,Wal-Mart,36.063932,-88.115125
739,Sat Jul 04 00:00:00 -0400 1981,Wed Mar 01 00:00:00 -0500 1995,1,21,013,US HWY 441 HWY 25E,Middlesboro,KY,40965,Supercenter,36.609598,-83.701883
740,Sat Jul 04 00:00:00 -0400 1981,Wed Apr 09 00:00:00 -0400 2003,1,01,045,1537 HWY 231 SOUTH,Ozark,AL,36360,Supercenter,31.436409,-85.637269
741,Sat Jul 04 00:00:00 -0400 1981,Sun Mar 01 00:00:00 -0500 1998,1,47,105,911 HWY 321 NORTH,Lenoir City,TN,37771,Supercenter,35.830661,-84.28293
742,Fri Aug 31 00:00:00 -0400 1984,Wed Aug 22 00:00:00 -0400 2001,1,47,163,2500 W STONE DRIVE,Kingsport,TN,37660,Supercenter,36.555527,-82.599458
743,Fri Aug 31 00:00:00 -0400 1984,Wed Apr 17 00:00:00 -0400 2002,1,40,109,100 EAST I-240 SERVICE ROAD,Oklahoma City,OK,73149,Supercenter,35.392054,-97.506789
744,Tue Oct 16 00:00:00 -0400 1984,Wed Oct 16 00:00:00 -0400 2002,1,48,201,6626 FM 1960 EAST,Atascocita,TX,77346,Supercenter,29.999025,-95.160827
745,Tue Oct 02 00:00:00 -0400 1984,Fri Mar 01 00:00:00 -0500 1996,1,13,151,5600 N. HENRY BLVD.,Stockbridge,GA,30281,Supercenter,33.525234,-84.195875
746,Tue May 22 00:00:00 -0400 1984,Fri Mar 01 00:00:00 -0500 2002,1,48,027,3401 S. 31ST STREET,Temple,TX,76502,Supercenter,31.074282,-97.367657
747,Tue Feb 05 00:00:00 -0500 1985,,,17,163,1511 CAMP JACKSON ROAD,Cahokia,IL,62206,Wal-Mart,38.555376,-90.167758
748,Tue Feb 05 00:00:00 -0500 1985,Mon Mar 01 00:00:00 -0500 1999,1,19,099,300 EAST 31ST STREET SOUTH,Newton,IA,50208,Supercenter,41.697338,-93.014482
749,Tue Jul 02 00:00:00 -0400 1985,,,19,169,3015 GRAND AVE,Ames,IA,50010,Wal-Mart,,
750,Tue Oct 02 00:00:00 -0400 1984,Mon Jan 23 00:00:00 -0500 2006,1,19,019,302 ENTERPRISE DRIVE SW,Independence,IA,50644,Supercenter,42.450635,-91.899273
751,Tue Oct 16 00:00:00 -0400 1984,,,19,125,403 EAST OSKALOOSA,Pella,IA,50219,Wal-Mart,41.397245,-92.900837
752,Tue Mar 20 00:00:00 -0500 1984,Wed Oct 27 00:00:00 -0400 2004,1,48,201,5200 FAIRMONT PKWY.,Pasadena,TX,77505,Supercenter,29.6496,-95.162848
753,Tue Jun 05 00:00:00 -0400 1984,Wed Oct 29 00:00:00 -0500 2003,1,19,013,525 BRANDILYNN BLVD,Cedar Falls,IA,50613,Supercenter,42.485104,-92.438952
