strokeweig,scalerank,featurecla,name1,dissolve,note,created_at,updated_at,cartodb_id,longitude,latitude,geojson
,,,,,,2012-11-28,2012-11-28,1612,,,
,,,,,,2012-11-28,2012-11-28,1613,,,
,,,,,,2012-11-28,2012-11-28,1614,,,
,,,,,,2012-11-28,2012-11-28,1615,,,
0.149999991,6,River,Kem,RiverKem,,2012-11-28,2012-11-28,1010,31.7137545102275,63.8187922227448,"{""type"":""MultiLineString"",""coordinates"":[[[31.5704,63.86938],[31.71375,63.81879]]]}"
0.149999991,6,River,Don,RiverDon,,2012-11-28,2012-11-28,1332,38.4780961443692,53.8890107285645,"{""type"":""MultiLineString"",""coordinates"":[[[38.4781,53.88901],[38.30612,54.06375]]]}"
